gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,27,117
ENSG00000116670.14,chr1,11680561,11681126,TSS,True,105,117
ENSG00000234741.7,chr1,173864075,173864256,IR,False,201,258
ENSG00000234741.7,chr1,173864304,173864483,IR,False,144,221
ENSG00000234741.7,chr1,173864506,173864674,IR,False,144,217
ENSG00000234741.7,chr1,173864704,173865228,IR,False,168,222
ENSG00000234741.7,chr1,173865282,173865470,IR,False,118,168
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,56,174
ENSG00000234741.7,chr1,173865282,173865509,IR,False,56,107
ENSG00000234741.7,chr1,173865894,173866176,IR,False,196,226
ENSG00000234741.7,chr1,173866567,173866760,IR,False,165,221
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,63,264
ENSG00000234741.7,chr1,173867959,173867996,TSS,True,51,264
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,71,102
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,41,101
ENSG00000188976.10,chr1,944800,945056,5AS,False,711,1167
ENSG00000188976.10,chr1,959214,960041,TSS,True,259,1305
ENSG00000159166.13,chr1,201399268,201399915,TSS,True,18,138
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,26,108
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,25,135
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,25,124
ENSG00000090686.15,chr1,21678592,21679439,PAS,True,122,139
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,83,133
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,88,132
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,17,113
ENSG00000117122.13,chr1,16975730,16976500,IR,True,90,105
ENSG00000117122.13,chr1,16976794,16976896,IR,False,92,108
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,16,113
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,923,1277
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,450,1374
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,1008,1362
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,82,126
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,16,130
ENSG00000142632.16,chr1,16205667,16205930,IR,False,99,115
ENSG00000142632.16,chr1,16212501,16212735,TSS,False,121,141
ENSG00000142632.16,chr1,16206947,16207450,TSS,True,120,140
ENSG00000142632.16,chr1,16207521,16207662,TSS,True,84,141
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,18,139
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,38,188
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,180,208
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,67,248
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,219,248
ENSG00000253368.3,chr1,26999846,27001554,PAS,True,24,232
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,58,389
ENSG00000047410.13,chr1,186356449,186357396,IR,True,157,182
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,70,224
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,47,245
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,24,130
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,54,150
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,54,209
ENSG00000004487.16,chr1,23030634,23050386,ES,False,552,936
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,28,163
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,59,158
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,95,145
ENSG00000160072.19,chr1,1477350,1478643,ES,True,92,103
ENSG00000160072.19,chr1,1471734,1472089,TSS,False,41,148
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,166,1183
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,92,183
ENSG00000121644.18,chr1,244691905,244692020,TSS,True,125,178
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,99,130
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,86,130
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,112,130
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,107,130
ENSG00000196878.14,chr1,209652368,209653115,TSS,False,81,184
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,37,104
ENSG00000117155.16,chr1,84656002,84656347,3AS,True,55,181
ENSG00000117155.16,chr1,84670815,84690370,ES,False,33,127
ENSG00000117155.16,chr1,84690370,84690583,TSS,True,60,189
ENSG00000117155.16,chr1,84690153,84690504,TSS,True,138,189
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,56,235
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,195,235
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,23,185
ENSG00000171735.18,chr1,6785575,6825091,ES,False,39,116
ENSG00000171735.18,chr1,6785410,6785575,TSS,True,15,132
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,99,120
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,25,120
ENSG00000143612.20,chr1,154214574,154220341,ES,False,72,186
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,42,229
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,18,106
ENSG00000117143.13,chr1,162590511,162597791,ES,False,17,123
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,32,293
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,64,336
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,82,147
ENSG00000134644.15,chr1,30953981,30965981,ES,False,17,144
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,27,143
ENSG00000134644.15,chr1,30974802,30981311,ES,False,13,126
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,62,113
ENSG00000134644.15,chr1,30995220,31028795,ES,False,12,113
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,56,169
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,47,302
ENSG00000157916.19,chr1,2391958,2395783,ES,False,153,198
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,153,189
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,87,285
ENSG00000266472.5,chr1,150293898,150294334,IR,True,69,130
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,149,221
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,159,221
ENSG00000117335.19,chr1,207752309,207757539,ES,False,21,186
ENSG00000117335.19,chr1,207757058,207757539,5AS,True,34,173
ENSG00000117335.19,chr1,207767195,207770320,ES,False,95,178
ENSG00000117335.19,chr1,207785682,207793518,ES,False,167,196
ENSG00000117335.19,chr1,207793608,207795004,IR,False,32,196
ENSG00000117335.19,chr1,207793518,207795515,PAS,True,36,200
ENSG00000117335.19,chr1,207795004,207795511,PAS,False,172,204
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,45,179
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,194,998
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,875,998
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,16,148
ENSG00000154370.15,chr1,228406153,228406852,TSS,True,35,118
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,170,207
ENSG00000069275.12,chr1,205720500,205720601,TSS,True,174,206
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,66,395
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,489,631
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,283,630
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,88,130
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,22,152
ENSG00000279457.4,chr1,187287,187379,5AS,True,47,116
ENSG00000279457.4,chr1,187890,188129,IR,True,78,105
ENSG00000279457.4,chr1,199836,200549,TSS,True,42,122
ENSG00000279457.4,chr1,195262,195419,TSS,False,101,122
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,76,134
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,108,130
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,65,212
ENSG00000163435.15,chr1,202010518,202010706,TSS,True,47,261
ENSG00000116285.12,chr1,8026157,8026312,TSS,True,139,605
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,45,240
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,51,171
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,283,340
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,150,340
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,265,316
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,233,284
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,196,316
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,281,313
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,46,197
ENSG00000117133.10,chr1,84497428,84498337,PAS,False,15,105
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,84,119
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,98,119
ENSG00000143569.18,chr1,154220950,154221396,TSS,False,106,119
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,35,109
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,86,118
ENSG00000184007.20,chr1,31911826,31918969,ES,False,114,394
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,54,462
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,148,216
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,194,216
ENSG00000168653.10,chr1,39028720,39028940,TSS,True,169,216
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,46,269
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,64,203
ENSG00000143815.14,chr1,225406832,225411336,ES,True,40,290
ENSG00000117308.14,chr1,23798730,23799365,ES,False,20,191
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,31,212
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,46,134
ENSG00000077254.14,chr1,77741748,77759642,ES,False,89,143
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,58,149
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,104,148
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,32,102
ENSG00000142910.15,chr1,31576514,31577458,TSS,True,85,102
ENSG00000117748.9,chr1,27914062,27914742,TSS,True,144,180
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,53,180
ENSG00000127054.20,chr1,1312700,1312786,IR,False,164,183
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,78,206
ENSG00000174021.10,chr1,84506010,84506187,TSS,True,19,112
ENSG00000174021.10,chr1,84506435,84506578,TSS,False,97,112
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,91,105
ENSG00000132676.15,chr1,155727738,155729207,ES,False,12,108
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,34,129
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,115,129
ENSG00000169174.10,chr1,55039404,55040044,TSS,False,57,159
ENSG00000136636.12,chr1,215567171,215567768,TSS,False,15,136
ENSG00000183520.11,chr1,38012702,38012865,TSS,True,14,112
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,32,195
ENSG00000090621.13,chr1,39563741,39564422,ES,False,18,102
ENSG00000090621.13,chr1,39563922,39564470,5AS,False,36,120
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,44,155
ENSG00000137955.15,chr1,75787604,75789158,IR,False,103,129
ENSG00000137955.15,chr1,75789356,75789951,IR,False,102,143
ENSG00000137955.15,chr1,75790057,75791284,ES,False,78,106
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,78,113
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,23,138
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,148,251
ENSG00000137955.15,chr1,75794207,75794233,TSS,True,162,249
ENSG00000143207.20,chr1,176135086,176149005,ES,False,12,117
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,28,119
ENSG00000134371.12,chr1,193250675,193255081,PAS,True,16,109
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,57,423
ENSG00000173660.11,chr1,46303660,46303820,TSS,True,70,243
ENSG00000173660.11,chr1,46310174,46310316,TSS,True,182,243
ENSG00000143537.13,chr1,155051251,155051465,TSS,True,36,105
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,43,129
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,36,227
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,29,160
ENSG00000117318.8,chr1,23558415,23558934,IR,True,255,291
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,37,292
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,31,292
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,25,184
ENSG00000024526.16,chr1,68474150,68477069,PAS,True,74,125
ENSG00000024526.16,chr1,68474153,68477972,PAS,True,58,125
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,47,355
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,272,309
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,78,356
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,19,174
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,42,100
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,81,100
ENSG00000179403.11,chr1,1435821,1437321,3AS,False,18,109
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,37,148
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,62,327
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,84,102
ENSG00000160753.15,chr1,155322999,155324943,TSS,True,100,119
ENSG00000160753.15,chr1,155324429,155324544,TSS,True,102,119
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,96,119
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,84,119
ENSG00000137962.12,chr1,94220392,94237414,ES,True,15,138
ENSG00000137962.12,chr1,94170651,94174749,PAS,True,123,247
ENSG00000137962.12,chr1,94201523,94201857,PAS,True,205,235
ENSG00000137962.12,chr1,94202947,94202998,PAS,True,197,234
ENSG00000137962.12,chr1,94203099,94203210,PAS,True,207,234
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,116,256
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,166,256
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,32,176
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,270,768
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,555,768
ENSG00000132879.13,chr1,11654838,11654952,TSS,True,36,105
ENSG00000132879.13,chr1,11663144,11663327,PAS,True,91,104
ENSG00000132879.13,chr1,11663141,11663327,PAS,False,77,104
ENSG00000162522.10,chr1,32771779,32772441,TSS,True,60,117
ENSG00000117448.13,chr1,45551155,45561788,ES,False,103,143
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,37,156
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,131,156
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,13,122
ENSG00000203667.9,chr1,244835756,244842194,ES,False,22,110
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,59,171
ENSG00000203667.9,chr1,244842231,244842258,TSS,True,138,171
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,48,150
ENSG00000116213.15,chr1,3631117,3631465,IR,False,108,139
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,32,141
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,109,140
ENSG00000116213.15,chr1,3649930,3650119,TSS,True,67,169
ENSG00000116213.15,chr1,3646665,3646785,TSS,True,142,169
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,75,584
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,886,1470
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,787,1462
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,94,204
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,161,204
ENSG00000078369.17,chr1,1825499,1890819,ES,False,185,1062
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,128,1192
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,90,113
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,81,113
ENSG00000160710.16,chr1,154607991,154608797,TSS,True,111,127
ENSG00000187961.13,chr1,963253,963336,IR,True,82,101
ENSG00000187961.13,chr1,963504,963919,IR,True,78,119
ENSG00000187961.13,chr1,964167,964348,5AS,False,46,107
ENSG00000187961.13,chr1,959395,960800,TSS,True,96,139
ENSG00000187961.13,chr1,959393,961552,TSS,False,116,139
ENSG00000187961.13,chr1,961740,964008,TSS,True,123,139
ENSG00000134690.10,chr1,37692578,37692675,IR,False,45,125
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,104,150
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,70,150
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,50,317
ENSG00000176444.18,chr1,155268359,155268707,IR,False,92,110
ENSG00000176444.18,chr1,155268359,155269487,ES,False,14,103
ENSG00000176444.18,chr1,155269713,155270807,3AS,False,38,116
ENSG00000176444.18,chr1,155273200,155273547,TSS,True,17,131
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,63,276
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,55,148
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,98,144
ENSG00000133226.16,chr1,24649970,24650049,PAS,True,69,100
ENSG00000133226.16,chr1,24671385,24671458,PAS,True,120,142
ENSG00000133226.16,chr1,24652433,24652514,PAS,True,90,103
ENSG00000163382.11,chr1,156591746,156591986,TSS,True,28,187
ENSG00000116455.13,chr1,111439088,111441389,PAS,True,12,101
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,14,106
ENSG00000142627.12,chr1,16135035,16135746,TSS,True,179,202
ENSG00000142627.12,chr1,16148377,16149048,TSS,True,172,208
ENSG00000142627.12,chr1,16155847,16156113,TSS,True,156,208
ENSG00000132780.16,chr1,45606591,45613168,ES,False,152,172
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,82,252
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,157,267
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,217,374
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,264,374
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,37,179
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,63,203
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,166,203
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,22,183
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,36,189
ENSG00000221978.11,chr1,1390777,1392803,PAS,True,120,148
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,74,206
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,141,177
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,64,159
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,46,133
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,111,133
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,91,119
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,16,150
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,46,191
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,21,201
ENSG00000116717.12,chr1,67685156,67685538,TSS,True,38,140
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,165,308
ENSG00000117118.9,chr1,17053947,17054165,TSS,True,19,189
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,44,204
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,1207,1792
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,1608,1792
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,74,131
ENSG00000142945.12,chr1,44739719,44740002,TSS,False,40,199
ENSG00000053372.4,chr1,19251552,19251863,TSS,False,15,105
ENSG00000065526.10,chr1,15847658,15848150,TSS,False,41,109
ENSG00000065526.10,chr1,15876209,15876678,TSS,False,95,109
ENSG00000162819.11,chr1,222711571,222712942,TSS,True,70,102
ENSG00000162819.11,chr1,222713319,222713416,TSS,True,57,102
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,296,488
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,372,488
ENSG00000162496.8,chr1,12617153,12618252,TSS,False,25,145
ENSG00000187608.9,chr1,1013455,1013576,TSS,True,23,116
ENSG00000189334.8,chr1,153616294,153616326,TSS,False,218,461
ENSG00000130764.9,chr1,3795861,3796512,TSS,False,25,211
ENSG00000116661.10,chr1,11654318,11654682,TSS,False,133,270
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,87,284
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,20,181
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,60,410
ENSG00000136628.17,chr1,220046342,220046692,TSS,True,48,430
ENSG00000198492.15,chr1,28736478,28737147,TSS,True,39,226
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,45,249
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,109,234
ENSG00000134697.12,chr1,37595758,37595983,TSS,True,27,147
ENSG00000171603.17,chr1,9734947,9735161,TSS,True,111,127
ENSG00000171603.17,chr1,9823642,9823992,TSS,True,84,129
ENSG00000171603.17,chr1,9751472,9751652,TSS,False,116,129
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,32,155
ENSG00000163444.11,chr1,203006678,203007574,TSS,False,21,172
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,225,254
ENSG00000142949.16,chr1,43618290,43619573,TSS,True,218,254
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,73,357
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,112,212
ENSG00000163468.14,chr1,156338153,156338331,TSS,True,241,1795
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,77,113
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,21,148
ENSG00000162613.16,chr1,77960343,77960458,TSS,True,136,153
ENSG00000162613.16,chr1,77978884,77979140,TSS,True,44,155
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,18,133
