gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,66,263
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,33,149
ENSG00000196188.10,chr1,206012406,206013771,ES,False,33,132
ENSG00000196188.10,chr1,206023723,206024018,TSS,True,19,146
ENSG00000159176.13,chr1,201507069,201507373,TSS,True,70,367
ENSG00000163346.16,chr1,154956068,154956418,TSS,True,60,164
ENSG00000163346.16,chr1,154945571,154946693,TSS,True,138,164
ENSG00000143207.20,chr1,176135086,176149005,ES,False,27,115
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,32,119
ENSG00000188641.13,chr1,97077738,97079146,PAS,False,38,151
ENSG00000188641.13,chr1,97920883,97921126,TSS,True,25,151
ENSG00000143537.13,chr1,155060343,155062244,ES,False,78,197
ENSG00000143537.13,chr1,155060832,155062244,ES,False,100,119
ENSG00000143537.13,chr1,155051251,155051465,TSS,True,59,239
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,203,601
ENSG00000162511.7,chr1,30757658,30757860,TSS,True,150,703
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,29,227
ENSG00000143416.20,chr1,151369189,151369441,IR,False,494,757
ENSG00000143416.20,chr1,151369554,151369712,IR,False,638,724
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,114,841
ENSG00000116691.10,chr1,12029281,12029764,IR,False,70,111
ENSG00000116691.10,chr1,12029894,12030027,IR,False,96,111
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,98,486
ENSG00000155366.16,chr1,112703806,112707077,ES,False,57,169
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,33,202
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,71,376
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,13,120
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,258,300
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,54,290
ENSG00000137962.12,chr1,94220392,94237414,ES,True,14,103
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,63,167
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,108,167
ENSG00000162591.15,chr1,3496783,3497232,ES,False,70,147
ENSG00000162591.15,chr1,3497361,3498370,3AS,True,90,108
ENSG00000162591.15,chr1,3497361,3498370,IR,True,90,107
ENSG00000162591.15,chr1,3497232,3499153,TSS,True,179,199
ENSG00000162591.15,chr1,3501176,3501870,TSS,True,179,201
ENSG00000162591.15,chr1,3611137,3611611,TSS,True,177,206
ENSG00000117448.13,chr1,45551155,45561788,ES,False,100,142
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,28,153
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,135,153
ENSG00000049245.12,chr1,7771385,7773441,5AS,True,147,171
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,48,198
ENSG00000049245.12,chr1,7771281,7773198,TSS,False,177,198
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,116,331
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,68,392
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,57,434
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,116,550
ENSG00000078369.17,chr1,1825499,1890819,ES,False,113,807
ENSG00000168264.10,chr1,234607852,234608494,5AS,True,65,123
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,182,247
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,188,247
ENSG00000160710.16,chr1,154607991,154608797,TSS,True,65,113
ENSG00000162729.13,chr1,160092695,160092923,IR,True,80,100
ENSG00000162729.13,chr1,160098408,160098653,TSS,True,17,107
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,39,248
ENSG00000176444.18,chr1,155269713,155270807,3AS,False,27,109
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,22,102
ENSG00000076864.19,chr1,21598040,21598399,3AS,False,22,156
ENSG00000076864.19,chr1,21598064,21598399,3AS,False,116,134
ENSG00000076864.19,chr1,21617305,21617482,TSS,True,145,171
ENSG00000076864.19,chr1,21622338,21622750,TSS,False,88,172
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,39,141
ENSG00000081237.19,chr1,198692373,198703297,ES,False,46,104
ENSG00000081237.19,chr1,198639039,198639137,TSS,True,16,119
ENSG00000122176.11,chr1,203347291,203348059,TSS,True,60,104
ENSG00000122176.11,chr1,203351032,203351526,TSS,True,49,104
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,70,139
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,75,145
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,76,145
ENSG00000159658.10,chr1,46686870,46689586,ES,False,85,184
ENSG00000162896.5,chr1,206946335,206946467,TSS,False,496,1691
ENSG00000197622.12,chr1,151059478,151059686,TSS,True,24,113
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,28,105
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,38,115
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,87,115
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,19,109
ENSG00000084072.16,chr1,39763688,39766108,PAS,False,99,115
ENSG00000116701.14,chr1,183590155,183590625,TSS,True,61,246
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,14,107
ENSG00000221978.11,chr1,1391575,1392678,IR,False,29,106
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,23,216
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,93,225
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,146,208
ENSG00000143771.11,chr1,224375794,224379452,PAS,True,28,121
ENSG00000143771.11,chr1,224378587,224379452,PAS,True,104,124
ENSG00000143811.18,chr1,225922383,225923700,IR,False,91,105
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,23,125
ENSG00000158195.10,chr1,27404225,27408346,PAS,True,17,130
ENSG00000158195.10,chr1,27409691,27410088,TSS,True,180,222
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,151,238
ENSG00000196352.15,chr1,207339417,207359545,ES,False,556,624
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,13,104
ENSG00000157873.17,chr1,2558468,2559822,3AS,True,170,202
ENSG00000157873.17,chr1,2560714,2561672,IR,True,171,195
ENSG00000157873.17,chr1,2560714,2561776,3AS,False,27,211
ENSG00000157873.17,chr1,2561815,2562864,5AS,False,200,228
ENSG00000157873.17,chr1,2555742,2556733,TSS,True,91,267
ENSG00000157873.17,chr1,2563147,2564090,PAS,True,27,253
ENSG00000182795.12,chr1,207032578,207032778,TSS,True,102,167
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,64,517
ENSG00000162551.13,chr1,21509083,21509517,TSS,True,79,397
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,92,134
ENSG00000143157.11,chr1,166839444,166839769,TSS,True,84,134
ENSG00000143157.11,chr1,166849026,166850423,TSS,True,116,133
ENSG00000143157.11,chr1,166852584,166854471,PAS,False,37,124
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,142,545
ENSG00000169242.11,chr1,155127869,155128069,TSS,True,50,333
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,87,473
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,405,473
ENSG00000054277.13,chr1,241597997,241639881,ES,False,45,137
ENSG00000116473.14,chr1,111619761,111619934,TSS,True,17,144
ENSG00000187608.9,chr1,1013455,1013576,TSS,True,23,134
ENSG00000189334.8,chr1,153616294,153616326,TSS,False,22,117
ENSG00000130764.9,chr1,3795861,3796512,TSS,False,21,151
ENSG00000168528.11,chr1,31413175,31413304,TSS,False,22,121
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,116,588
ENSG00000163399.15,chr1,116404415,116404774,PAS,True,57,537
ENSG00000136628.17,chr1,219968597,219968956,PAS,True,32,104
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,74,103
ENSG00000136628.17,chr1,220046342,220046692,TSS,True,19,105
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,68,633
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,51,168
ENSG00000171603.17,chr1,9823642,9823992,TSS,True,69,128
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,27,140
ENSG00000142949.16,chr1,43530824,43531090,TSS,True,195,259
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,209,234
ENSG00000142949.16,chr1,43621934,43623670,PAS,True,36,227
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,29,178
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,430,1171
ENSG00000116786.12,chr1,15684293,15684618,TSS,True,146,219
ENSG00000116786.12,chr1,15723892,15725545,TSS,True,181,215
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,163,213
ENSG00000197530.12,chr1,1616082,1616507,5AS,True,17,115
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,98,190
ENSG00000197530.12,chr1,1627444,1627672,IR,False,176,222
ENSG00000197530.12,chr1,1628179,1628272,IR,False,203,233
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,230,306
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,209,306
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,246,297
ENSG00000160058.18,chr1,32383997,32386778,3AS,False,107,122
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,16,145
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,50,166
ENSG00000125944.19,chr1,23338608,23344210,ES,False,98,162
ENSG00000123838.10,chr1,207104430,207113000,3AS,False,110,159
ENSG00000123838.10,chr1,207104203,207104430,TSS,True,30,191
ENSG00000159189.11,chr1,22643632,22643714,TSS,False,79,418
ENSG00000160789.19,chr1,156114537,156115274,TSS,True,69,482
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,263,448
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,193,464
ENSG00000127603.25,chr1,39104949,39105717,TSS,True,115,128
ENSG00000127603.25,chr1,39158848,39159020,TSS,True,114,128
ENSG00000127603.25,chr1,39485537,39487757,PAS,True,51,115
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,47,143
ENSG00000131236.16,chr1,40040783,40059336,3AS,False,140,188
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,140,419
ENSG00000131236.16,chr1,40040783,40059336,IR,False,140,236
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,276,372
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,255,628
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,440,628
ENSG00000168389.17,chr1,39955111,39955385,TSS,True,103,380
ENSG00000132485.13,chr1,71069362,71070826,IR,True,61,110
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,44,112
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,77,111
ENSG00000188783.5,chr1,203475817,203475938,TSS,False,96,193
ENSG00000188783.5,chr1,203483673,203484157,TSS,True,134,191
ENSG00000028137.18,chr1,12202171,12206739,3AS,True,97,110
ENSG00000028137.18,chr1,12166979,12167169,TSS,False,35,137
ENSG00000028137.18,chr1,12206739,12209224,PAS,False,17,115
ENSG00000028137.18,chr1,12206736,12209219,PAS,True,102,115
ENSG00000174175.16,chr1,169589461,169590146,3AS,False,46,146
ENSG00000174175.16,chr1,169588422,169589565,PAS,False,67,150
ENSG00000174175.16,chr1,169588848,169589461,PAS,True,103,150
ENSG00000143774.16,chr1,228140363,228145510,ES,False,276,419
ENSG00000143774.16,chr1,228141288,228145510,ES,False,130,146
ENSG00000143774.16,chr1,228141288,228145510,5AS,False,130,159
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,105,529
ENSG00000162704.15,chr1,183635516,183635940,TSS,True,60,380
ENSG00000162704.15,chr1,183630460,183630639,TSS,True,335,380
ENSG00000119535.17,chr1,36465550,36466827,PAS,True,37,232
ENSG00000119535.17,chr1,36476655,36477677,PAS,False,84,102
ENSG00000119535.17,chr1,36472237,36472392,TSS,False,177,217
ENSG00000119535.17,chr1,36475376,36477011,TSS,True,192,220
ENSG00000119535.17,chr1,36482810,36483307,TSS,True,155,244
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,76,286
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,19,149
ENSG00000168159.11,chr1,228487361,228487878,TSS,True,68,276
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,66,433
ENSG00000170989.9,chr1,101236898,101237099,TSS,True,97,455
ENSG00000158850.14,chr1,161177422,161177527,TSS,True,19,103
ENSG00000143375.14,chr1,151511354,151511515,TSS,True,36,103
ENSG00000143393.16,chr1,151307801,151315572,ES,False,94,132
ENSG00000143393.16,chr1,151327270,151327710,TSS,True,115,164
ENSG00000143393.16,chr1,151315572,151316429,TSS,True,80,164
ENSG00000196923.13,chr5,177482862,177483730,PAS,True,18,135
ENSG00000196923.13,chr5,177497527,177497637,TSS,True,52,139
ENSG00000155508.13,chr5,154858768,154863206,5AS,False,128,167
ENSG00000155508.13,chr5,154858768,154865191,ES,False,15,143
ENSG00000155508.13,chr5,154858202,154858525,TSS,False,166,201
ENSG00000155508.13,chr5,154858528,154858768,TSS,True,88,201
ENSG00000155508.13,chr5,154858597,154858816,TSS,True,178,201
ENSG00000112936.18,chr5,40909273,40909616,TSS,False,68,533
ENSG00000113721.13,chr5,150113837,150115946,PAS,True,12,102
ENSG00000113721.13,chr5,150155396,150156064,TSS,True,114,167
ENSG00000176087.14,chr5,140564444,140564858,TSS,True,27,153
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,170,982
ENSG00000180104.15,chr5,443148,443290,TSS,True,28,107
ENSG00000198055.10,chr5,177441053,177441736,3AS,False,86,153
ENSG00000198055.10,chr5,177426645,177426897,TSS,True,18,156
ENSG00000198055.10,chr5,177441736,177442846,PAS,True,68,154
ENSG00000198055.10,chr5,177441734,177442842,PAS,True,89,154
ENSG00000157510.13,chr5,149271613,149271984,TSS,True,18,138
ENSG00000113645.14,chr5,168460742,168464728,3AS,False,60,107
ENSG00000113645.14,chr5,168464962,168467842,3AS,False,47,108
ENSG00000113645.14,chr5,168291507,168292271,TSS,True,19,117
ENSG00000120129.5,chr5,172767199,172769132,PAS,False,87,855
ENSG00000120129.5,chr5,172770585,172771198,TSS,False,109,855
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,55,281
ENSG00000153071.14,chr5,39371673,39373425,PAS,True,26,106
ENSG00000153071.14,chr5,39424803,39425201,TSS,True,36,106
ENSG00000176783.14,chr5,179550550,179550879,TSS,True,20,111
ENSG00000113580.14,chr5,143310213,143314001,5AS,False,201,225
ENSG00000113580.14,chr5,143277933,143282041,PAS,True,45,253
ENSG00000113580.14,chr5,143403210,143403766,TSS,True,74,254
ENSG00000113580.14,chr5,143404375,143404543,TSS,False,198,255
ENSG00000197822.10,chr5,69492435,69492659,TSS,False,98,117
ENSG00000197822.10,chr5,69492743,69492900,TSS,False,34,117
ENSG00000145860.11,chr5,159157408,159159035,PAS,True,88,117
ENSG00000145860.11,chr5,159203621,159203656,PAS,True,102,115
ENSG00000145860.11,chr5,159209230,159209556,TSS,True,82,125
ENSG00000153113.23,chr5,96722698,96727488,ES,False,154,238
ENSG00000153113.23,chr5,96762372,96765223,3AS,False,47,237
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,90,253
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,192,251
ENSG00000175309.14,chr5,178211970,178214795,ES,False,16,123
ENSG00000175309.14,chr5,178214885,178222354,ES,False,15,120
ENSG00000175309.14,chr5,178222545,178222851,3AS,False,14,108
ENSG00000175309.14,chr5,178206309,178208915,PAS,True,62,178
ENSG00000175309.14,chr5,178232491,178232848,TSS,True,111,178
ENSG00000175309.14,chr5,178231404,178232847,TSS,True,148,178
ENSG00000131446.16,chr5,180793097,180803812,5AS,True,14,104
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,354,715
ENSG00000131446.16,chr5,180803601,180803894,TSS,True,624,715
ENSG00000113648.16,chr5,135346057,135360496,ME,False,143,322
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,185,325
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,42,361
ENSG00000113068.9,chr5,140303040,140303140,TSS,True,37,112
ENSG00000113328.18,chr5,163437664,163437764,IR,False,63,202
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,68,205
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,142,205
ENSG00000153395.9,chr5,1523709,1524264,TSS,True,507,1789
ENSG00000197043.13,chr5,151109846,151117126,ES,False,77,332
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,52,204
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,35,239
ENSG00000019582.14,chr5,150402625,150404679,ES,False,2893,3636
ENSG00000145916.18,chr5,178130515,178131054,TSS,True,58,117
ENSG00000145916.18,chr5,178130538,178131376,TSS,True,70,117
ENSG00000198624.12,chr5,151223922,151224138,TSS,True,19,165
ENSG00000122203.14,chr5,176359567,176361601,ES,False,17,137
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,151,314
ENSG00000131504.16,chr5,141573491,141573942,TSS,True,90,143
ENSG00000131504.16,chr5,141618797,141619068,TSS,True,111,149
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,84,205
ENSG00000197226.12,chr5,179875919,179876060,TSS,True,218,243
ENSG00000197226.12,chr5,179907703,179908598,TSS,True,98,260
ENSG00000168685.14,chr5,35856846,35857059,TSS,True,102,172
ENSG00000168685.14,chr5,35874451,35874542,TSS,True,152,172
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,22,117
ENSG00000145730.20,chr5,102961229,102990271,ES,False,164,297
ENSG00000145730.20,chr5,103019843,103028181,ES,False,54,111
ENSG00000145730.20,chr5,103019843,103028886,ME,False,88,126
ENSG00000145730.20,chr5,103019843,103028184,ES,False,34,144
ENSG00000145730.20,chr5,103019843,103028184,3AS,False,34,145
ENSG00000145730.20,chr5,103025334,103028184,3AS,False,108,165
ENSG00000145730.20,chr5,103025334,103028886,ES,False,37,202
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,87,313
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,242,313
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,96,234
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,105,245
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,150,245
ENSG00000249915.7,chr5,306754,311292,5AS,False,17,102
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,110,586
ENSG00000072682.18,chr5,132195480,132198878,ME,False,163,206
ENSG00000072682.18,chr5,132218644,132227085,5AS,False,129,149
ENSG00000072682.18,chr5,132218644,132227789,ES,False,42,126
ENSG00000072682.18,chr5,132227789,132227891,TSS,False,86,213
ENSG00000072682.18,chr5,132227085,132227757,TSS,True,183,213
ENSG00000072682.18,chr5,132227538,132227801,TSS,True,191,213
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,14,115
ENSG00000155506.16,chr5,154755241,154756193,TSS,True,122,136
ENSG00000170458.13,chr5,140633068,140633216,TSS,True,21,140
ENSG00000131503.20,chr5,140401801,140402273,TSS,True,18,116
ENSG00000131503.20,chr5,140524065,140524158,PAS,True,23,107
ENSG00000056097.15,chr5,32444621,32444941,TSS,True,22,182
ENSG00000161013.16,chr5,179806486,179807506,TSS,True,25,136
ENSG00000062194.15,chr5,57214193,57230845,ES,False,84,104
ENSG00000062194.15,chr5,57236032,57246299,ES,False,84,107
ENSG00000062194.15,chr5,57173808,57173926,TSS,True,96,112
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,23,112
ENSG00000145901.15,chr5,151030673,151032286,3AS,False,28,197
ENSG00000145901.15,chr5,151029942,151030673,PAS,True,173,201
ENSG00000145901.15,chr5,151029122,151030747,PAS,True,33,201
ENSG00000145901.15,chr5,151080879,151081396,TSS,True,25,201
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,234,731
ENSG00000165810.16,chr5,181054259,181055432,3AS,True,97,109
ENSG00000165810.16,chr5,181054259,181055432,IR,True,97,113
ENSG00000165810.16,chr5,181055453,181055988,IR,False,116,130
ENSG00000165810.16,chr5,181058378,181059236,3AS,True,146,163
ENSG00000165810.16,chr5,181052774,181053316,TSS,True,147,204
ENSG00000165810.16,chr5,181052785,181053099,TSS,True,180,204
ENSG00000165810.16,chr5,181053085,181053501,TSS,True,182,204
ENSG00000165810.16,chr5,181039998,181040432,TSS,True,180,208
ENSG00000165810.16,chr5,181059236,181061527,PAS,True,31,179
ENSG00000073578.16,chr5,251423,254392,5AS,True,83,221
ENSG00000073578.16,chr5,218010,218418,TSS,True,24,235
ENSG00000146067.15,chr5,177536357,177536741,TSS,False,86,105
ENSG00000146067.15,chr5,177554248,177554686,TSS,True,65,105
ENSG00000146067.15,chr5,177553167,177554587,TSS,True,84,105
ENSG00000134970.13,chr5,115625600,115626124,TSS,True,26,174
ENSG00000113758.13,chr5,177473435,177473746,TSS,True,16,115
ENSG00000145740.18,chr5,69129446,69131601,PAS,True,14,136
ENSG00000184584.12,chr5,139481342,139481477,IR,False,139,164
ENSG00000184584.12,chr5,139482209,139482861,TSS,True,133,192
ENSG00000184584.12,chr5,139482549,139482768,TSS,True,92,192
ENSG00000182578.13,chr5,150086378,150086571,TSS,True,36,104
ENSG00000182578.13,chr5,150080766,150080959,TSS,True,92,104
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,89,854
ENSG00000134352.19,chr5,55994783,55995023,TSS,True,36,220
ENSG00000160883.10,chr5,176888565,176888708,IR,True,129,308
ENSG00000160883.10,chr5,176899266,176899387,TSS,False,35,334
ENSG00000113161.15,chr5,75337177,75337300,TSS,True,13,112
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,141,1217
ENSG00000160867.14,chr5,177087033,177089549,5AS,False,73,138
ENSG00000160867.14,chr5,177086757,177087033,TSS,True,134,208
ENSG00000160867.14,chr5,177086813,177087077,TSS,True,144,208
