gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000197822.10,chr5,69492435,69492659,TSS,False,166,189
ENSG00000197822.10,chr5,69492743,69492900,TSS,False,47,189
ENSG00000153113.23,chr5,96662941,96663166,TSS,True,82,100
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,50,100
ENSG00000242110.7,chr5,33998827,34005755,ES,False,25,139
ENSG00000113194.12,chr5,176448309,176448470,TSS,True,47,111
ENSG00000113648.16,chr5,135346057,135360496,ME,False,95,107
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,57,106
ENSG00000113648.16,chr5,135334374,135335141,PAS,True,20,131
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,44,137
ENSG00000039123.15,chr5,55307744,55308147,TSS,True,22,100
ENSG00000039123.15,chr5,55424719,55426035,PAS,False,28,101
ENSG00000113575.9,chr5,134225759,134226276,TSS,True,23,111
ENSG00000153914.15,chr5,66153596,66159218,ES,False,120,143
ENSG00000153914.15,chr5,66143985,66144537,TSS,True,30,197
ENSG00000153914.15,chr5,66170584,66170868,PAS,True,45,175
ENSG00000153914.15,chr5,66153462,66155661,PAS,True,147,169
ENSG00000113328.18,chr5,163437664,163437764,IR,False,646,1843
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,690,1881
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,1235,1881
ENSG00000031003.10,chr5,137954376,137959615,ES,False,69,114
ENSG00000031003.10,chr5,138018514,138021030,ES,False,22,107
ENSG00000031003.10,chr5,137942686,137943038,PAS,True,38,125
ENSG00000031003.10,chr5,137947601,137949184,PAS,True,111,124
ENSG00000031003.10,chr5,138032781,138033113,TSS,True,19,126
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,248,1073
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,158,1232
ENSG00000164300.16,chr5,80138893,80143810,PAS,False,79,154
ENSG00000164300.16,chr5,80164741,80166478,PAS,True,88,152
ENSG00000164300.16,chr5,80255895,80256089,TSS,True,22,172
ENSG00000164294.13,chr5,55160243,55160329,IR,False,32,172
ENSG00000164294.13,chr5,55160152,55160243,TSS,True,152,190
ENSG00000164294.13,chr5,55160169,55160396,TSS,True,60,190
ENSG00000145687.16,chr5,81750980,81751254,TSS,True,30,254
ENSG00000164466.12,chr5,175478483,175478639,TSS,True,14,118
ENSG00000164466.12,chr5,175526637,175529742,PAS,True,13,110
ENSG00000113048.16,chr5,72320148,72320261,TSS,True,41,386
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,188,293
ENSG00000113712.17,chr5,149492981,149496860,PAS,True,57,356
ENSG00000113141.17,chr5,140662301,140662481,PAS,False,27,148
ENSG00000113141.17,chr5,140658938,140659117,PAS,True,130,146
ENSG00000131437.15,chr5,132710958,132711057,PAS,True,69,115
ENSG00000131437.15,chr5,132713913,132715931,PAS,True,96,115
ENSG00000131437.15,chr5,132703485,132703619,PAS,True,84,115
ENSG00000145730.20,chr5,102961229,102990271,ES,False,74,138
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,135,169
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,123,163
ENSG00000145730.20,chr5,102807644,102808231,TSS,True,105,169
ENSG00000145730.20,chr5,103028886,103029727,PAS,True,22,168
ENSG00000174695.9,chr5,83077320,83077466,TSS,True,54,139
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,117,156
ENSG00000172239.13,chr5,43557339,43557481,TSS,True,83,156
ENSG00000249915.7,chr5,306754,311292,5AS,False,22,136
ENSG00000164609.9,chr5,160404468,160404556,PAS,True,48,191
ENSG00000164609.9,chr5,160404808,160404880,PAS,True,150,191
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,178,1547
ENSG00000112977.15,chr5,10761013,10761272,TSS,True,37,147
ENSG00000113240.12,chr5,178616948,178618555,ES,False,69,112
ENSG00000113240.12,chr5,178618778,178623255,ES,False,83,112
ENSG00000113240.12,chr5,178602658,178603757,PAS,True,17,126
ENSG00000035499.12,chr5,60596910,60597914,PAS,True,29,183
ENSG00000181751.9,chr5,103258723,103258896,TSS,False,19,143
ENSG00000123213.22,chr5,65722173,65722414,TSS,True,22,105
ENSG00000123213.22,chr5,65822780,65824687,PAS,True,17,104
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,17,103
ENSG00000131711.14,chr5,72107198,72107715,TSS,True,32,287
ENSG00000056097.15,chr5,32444621,32444941,TSS,True,33,100
ENSG00000112983.17,chr5,138157267,138160068,ES,False,44,126
ENSG00000112983.17,chr5,138166108,138167933,ES,False,24,170
ENSG00000112983.17,chr5,138168078,138169221,ES,False,117,162
ENSG00000112983.17,chr5,138156320,138157267,PAS,True,73,200
ENSG00000112983.17,chr5,138160632,138161068,PAS,True,137,198
ENSG00000112983.17,chr5,138178595,138178998,TSS,True,43,202
ENSG00000062194.15,chr5,57236032,57246299,ES,False,168,245
ENSG00000062194.15,chr5,57173808,57173926,TSS,True,267,329
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,102,329
ENSG00000062194.15,chr5,57262593,57265406,PAS,True,147,327
ENSG00000062194.15,chr5,57246299,57246484,PAS,True,274,322
ENSG00000170606.14,chr5,133104232,133106449,PAS,True,90,642
ENSG00000165671.20,chr5,177133629,177133952,TSS,True,96,108
ENSG00000165671.20,chr5,177134132,177134245,TSS,True,91,108
ENSG00000165671.20,chr5,177131252,177131934,TSS,True,81,108
ENSG00000164253.13,chr5,77436394,77437335,5AS,True,158,210
ENSG00000164253.13,chr5,77427427,77433287,PAS,True,23,228
ENSG00000168916.15,chr5,124647922,124649133,PAS,True,25,133
ENSG00000168916.15,chr5,124748532,124748833,TSS,False,75,133
ENSG00000168916.15,chr5,124744083,124746849,TSS,True,110,129
ENSG00000168916.15,chr5,124746194,124746904,TSS,False,85,132
ENSG00000169045.17,chr5,179614959,179616125,ES,False,88,412
ENSG00000169045.17,chr5,179623164,179623635,5AS,False,233,401
ENSG00000169045.17,chr5,179614177,179614959,PAS,True,51,463
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,297,467
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,232,467
ENSG00000113522.13,chr5,132608614,132608697,PAS,True,132,152
ENSG00000113522.13,chr5,132594868,132594928,PAS,True,127,152
ENSG00000113522.13,chr5,132591876,132593872,PAS,True,118,151
ENSG00000113161.15,chr5,75354697,75355364,ES,False,25,198
ENSG00000113161.15,chr5,75337177,75337300,TSS,True,76,244
ENSG00000134986.13,chr5,111728108,111731046,PAS,True,31,272
ENSG00000134986.13,chr5,111757135,111757224,TSS,True,62,309
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,200,694
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,122,659
ENSG00000127022.14,chr5,179724656,179724783,PAS,True,565,643
ENSG00000015479.18,chr5,139294028,139314674,ES,False,80,168
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,333,1314
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,1146,1314
ENSG00000015479.18,chr5,139329344,139331366,PAS,True,710,1314
ENSG00000015479.18,chr5,139322597,139325027,PAS,True,1129,1303
ENSG00000015479.18,chr5,139322462,139322506,PAS,True,1100,1302
ENSG00000112984.11,chr5,138179044,138179202,TSS,True,18,167
ENSG00000112984.11,chr5,138187095,138188171,PAS,True,18,167
ENSG00000113643.8,chr5,168519080,168519330,PAS,True,81,401
ENSG00000113643.8,chr5,168510580,168510685,PAS,True,345,399
ENSG00000133706.17,chr5,146113017,146114311,PAS,True,71,179
ENSG00000133706.17,chr5,146126437,146126545,PAS,True,150,178
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,37,179
ENSG00000132842.13,chr5,78000400,78003055,PAS,True,215,245
ENSG00000132842.13,chr5,78110204,78110354,PAS,True,158,240
ENSG00000132842.13,chr5,78113752,78113923,PAS,True,134,238
ENSG00000131013.3,chr6,149501669,149505704,PAS,True,25,124
ENSG00000096093.15,chr6,52492269,52495785,PAS,True,80,156
ENSG00000096093.15,chr6,52452687,52453639,PAS,True,77,149
ENSG00000057663.15,chr6,106293106,106316100,ES,False,44,226
ENSG00000029363.16,chr6,136271766,136272079,PAS,True,656,895
ENSG00000029363.16,chr6,136276055,136276508,PAS,True,384,885
ENSG00000111802.13,chr6,24666525,24666906,TSS,False,115,132
ENSG00000111802.13,chr6,24666697,24666980,TSS,True,29,132
ENSG00000135297.15,chr6,73480126,73480674,ES,False,89,101
ENSG00000135297.15,chr6,73461726,73462071,TSS,True,13,105
ENSG00000135341.17,chr6,90536401,90547257,ES,False,146,228
ENSG00000079689.13,chr6,25661406,25661551,IR,True,104,143
ENSG00000079689.13,chr6,25652189,25652485,TSS,True,145,266
ENSG00000079689.13,chr6,25661363,25661406,TSS,True,162,266
ENSG00000079689.13,chr6,25661397,25661644,TSS,True,226,266
ENSG00000025156.12,chr6,122423686,122431429,ES,False,96,126
ENSG00000164414.17,chr6,87508466,87509040,5AS,True,15,105
ENSG00000146223.14,chr6,42879602,42879951,TSS,True,17,165
ENSG00000146223.14,chr6,42886255,42889889,PAS,False,19,158
ENSG00000124795.15,chr6,18224165,18225730,PAS,True,25,134
ENSG00000124795.15,chr6,18264384,18264571,TSS,True,15,137
ENSG00000132424.15,chr6,99402710,99403828,IR,False,158,189
ENSG00000132424.15,chr6,99403882,99404602,IR,False,124,217
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,48,267
ENSG00000132424.15,chr6,99414690,99425214,ES,False,39,258
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,177,340
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,273,332
ENSG00000132424.15,chr6,99398657,99402710,PAS,True,305,340
ENSG00000120437.8,chr6,159761985,159762142,TSS,False,68,522
ENSG00000112414.14,chr6,142301378,142302331,TSS,True,72,103
ENSG00000112414.14,chr6,142302460,142302739,TSS,True,59,103
ENSG00000135521.8,chr6,143863416,143864322,PAS,False,62,143
ENSG00000135521.8,chr6,143863085,143863804,PAS,True,88,143
ENSG00000137274.12,chr6,3118847,3123656,ES,False,238,271
ENSG00000135316.17,chr6,85640564,85642796,ES,False,43,173
ENSG00000135316.17,chr6,85607002,85612923,PAS,True,174,200
ENSG00000135316.17,chr6,85611321,85615347,PAS,True,151,196
ENSG00000135316.17,chr6,85618844,85618939,PAS,True,80,196
ENSG00000135316.17,chr6,85642796,85643330,TSS,True,38,209
ENSG00000151914.19,chr6,56637951,56639363,PAS,True,87,120
ENSG00000151914.19,chr6,56639448,56639611,PAS,True,92,120
ENSG00000151914.19,chr6,56634808,56634953,PAS,True,100,120
ENSG00000151914.19,chr6,56851787,56851944,TSS,True,43,148
ENSG00000155906.17,chr6,151433230,151436445,5AS,False,87,100
ENSG00000155906.17,chr6,151404759,151405267,PAS,True,14,108
ENSG00000112742.9,chr6,80004713,80005841,3AS,False,88,105
ENSG00000112742.9,chr6,80022472,80026380,3AS,False,17,104
ENSG00000112742.9,chr6,80042118,80045974,PAS,False,13,109
ENSG00000093144.18,chr6,127314896,127327001,ES,False,58,223
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,84,241
ENSG00000093144.18,chr6,127330808,127331031,TSS,True,178,232
ENSG00000014123.9,chr6,96540534,96540839,PAS,True,99,147
ENSG00000014123.9,chr6,96542893,96544389,PAS,True,107,147
ENSG00000014123.9,chr6,96553284,96555400,PAS,False,119,149
ENSG00000111897.6,chr6,122471698,122471853,TSS,False,27,247
ENSG00000146143.17,chr6,57645927,57646854,PAS,False,21,135
ENSG00000112763.16,chr6,26458142,26459480,ES,False,18,141
ENSG00000112763.16,chr6,26459828,26463243,ES,False,93,122
ENSG00000112763.16,chr6,26466088,26467947,3AS,True,78,101
ENSG00000112763.16,chr6,26467947,26469878,PAS,False,65,145
ENSG00000112763.16,chr6,26467718,26469658,PAS,True,121,145
ENSG00000112763.16,chr6,26459480,26461781,PAS,True,122,142
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,54,308
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,265,308
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,173,286
ENSG00000096384.19,chr6,44253488,44253899,PAS,True,960,6842
ENSG00000146414.15,chr6,145943614,145943802,PAS,True,42,199
ENSG00000146414.15,chr6,145943631,145945637,PAS,False,172,199
ENSG00000146414.15,chr6,145964156,145964430,TSS,True,93,209
ENSG00000146414.15,chr6,145963730,145964124,TSS,False,128,209
ENSG00000124570.19,chr6,2959342,2971532,5AS,False,116,164
ENSG00000124570.19,chr6,2971532,2972165,TSS,True,553,673
ENSG00000124570.19,chr6,2961893,2962161,TSS,True,222,669
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,123,339
ENSG00000012660.13,chr6,53275089,53275234,TSS,True,289,339
ENSG00000146282.17,chr6,87545699,87555407,ES,True,46,365
ENSG00000146282.17,chr6,87569590,87589921,5AS,True,127,374
ENSG00000146282.17,chr6,87513736,87514499,PAS,True,65,388
ENSG00000146282.17,chr6,87589700,87590010,TSS,True,138,388
ENSG00000146282.17,chr6,87589921,87590011,TSS,False,256,388
ENSG00000196591.11,chr6,113938811,113941088,PAS,True,281,765
ENSG00000196591.11,chr6,113943350,113943506,PAS,True,513,764
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,223,538
ENSG00000124596.16,chr6,41072235,41072544,TSS,True,71,110
ENSG00000124596.16,chr6,41072318,41072616,TSS,True,60,110
ENSG00000124596.16,chr6,41071595,41072581,TSS,True,98,110
ENSG00000146085.7,chr6,49459505,49463167,5AS,True,29,147
ENSG00000146085.7,chr6,49430359,49431856,PAS,False,19,158
ENSG00000146085.7,chr6,49463102,49463331,TSS,False,38,158
ENSG00000146085.7,chr6,49463167,49463263,TSS,True,128,158
ENSG00000066651.19,chr6,125999613,126008391,ES,False,95,113
ENSG00000066651.19,chr6,125986425,125986622,TSS,False,18,114
ENSG00000066651.19,chr6,125986440,125986773,TSS,True,99,114
ENSG00000118418.14,chr6,79201726,79202275,IR,True,50,141
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,50,101
ENSG00000118418.14,chr6,79201726,79202316,IR,True,50,143
ENSG00000118418.14,chr6,79201242,79201726,PAS,True,95,196
ENSG00000118418.14,chr6,79201244,79202389,PAS,True,106,196
ENSG00000092820.17,chr6,158765738,158767078,PAS,True,115,572
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,224,588
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,433,588
ENSG00000135317.12,chr6,85505228,85506005,PAS,True,22,109
ENSG00000135317.12,chr6,85593578,85594177,TSS,True,16,109
ENSG00000135336.14,chr6,87594407,87601783,ES,True,163,185
ENSG00000135336.14,chr6,87653249,87656905,3AS,False,101,187
ENSG00000135336.14,chr6,87667017,87669632,PAS,True,63,201
ENSG00000118482.11,chr6,63636150,63679999,ES,False,81,175
ENSG00000118482.11,chr6,63635702,63636150,TSS,True,30,209
ENSG00000118482.11,chr6,63684128,63686327,PAS,True,130,189
ENSG00000118482.11,chr6,63694580,63694744,PAS,False,85,199
ENSG00000135315.11,chr6,84215922,84221056,ES,False,82,116
ENSG00000135315.11,chr6,84221171,84227579,ES,False,13,111
ENSG00000135315.11,chr6,84226452,84227579,IR,True,98,113
ENSG00000135315.11,chr6,84174752,84174954,PAS,False,80,131
ENSG00000135315.11,chr6,84174046,84174188,PAS,True,114,131
ENSG00000135315.11,chr6,84227579,84228106,TSS,True,21,132
ENSG00000112339.14,chr6,134963977,134965290,PAS,True,42,383
ENSG00000146376.10,chr6,129597116,129599356,PAS,True,85,124
ENSG00000146376.10,chr6,129598668,129600848,PAS,True,64,124
ENSG00000009844.15,chr6,142147228,142147399,TSS,True,35,172
ENSG00000146247.13,chr6,78990982,78997413,3AS,True,80,773
ENSG00000146247.13,chr6,79003858,79015081,ES,True,645,784
ENSG00000146247.13,chr6,78982885,78983117,PAS,True,386,800
ENSG00000146247.13,chr6,78990884,78990985,PAS,True,485,800
ENSG00000112081.16,chr6,36598983,36601151,ES,False,1439,1613
ENSG00000001036.13,chr6,143493953,143495847,PAS,False,39,364
ENSG00000005700.14,chr6,82213973,82214829,PAS,True,171,214
ENSG00000005700.14,chr6,82217968,82218137,PAS,True,60,214
ENSG00000137185.12,chr6,28225330,28227011,5AS,False,36,106
ENSG00000137185.12,chr6,28225172,28225330,TSS,True,80,119
ENSG00000137185.12,chr6,28225238,28225366,TSS,True,47,119
ENSG00000137185.12,chr6,28232561,28233487,PAS,True,25,118
ENSG00000137185.12,chr6,28227689,28229255,PAS,True,93,117
ENSG00000152818.18,chr6,144284827,144285821,TSS,False,155,457
ENSG00000152818.18,chr6,144330748,144331018,TSS,False,391,456
ENSG00000152818.18,chr6,144429580,144429705,PAS,True,342,399
ENSG00000152818.18,chr6,144447210,144447318,PAS,True,364,413
ENSG00000152818.18,chr6,144451369,144451494,PAS,True,284,418
ENSG00000152818.18,chr6,144448599,144452794,PAS,True,321,413
ENSG00000118507.16,chr6,131250341,131250616,TSS,True,50,180
ENSG00000096696.13,chr6,7541332,7542085,TSS,True,237,390
ENSG00000096696.13,chr6,7580336,7581569,TSS,True,106,122
ENSG00000096696.13,chr6,7574656,7574793,PAS,True,233,277
ENSG00000096696.13,chr6,7579274,7581275,PAS,True,90,284
ENSG00000096696.13,chr6,7582641,7586703,PAS,True,268,304
ENSG00000112367.10,chr6,109825087,109825433,PAS,False,30,174
ENSG00000096401.7,chr6,44446606,44450423,PAS,False,83,176
ENSG00000096401.7,chr6,44445654,44447017,PAS,True,155,176
ENSG00000096401.7,chr6,44426481,44426706,PAS,True,140,176
ENSG00000196586.13,chr6,75890056,75890266,PAS,True,355,1016
ENSG00000196586.13,chr6,75881688,75883223,PAS,False,821,1015
ENSG00000146457.15,chr6,159748190,159749421,PAS,True,27,198
ENSG00000124784.8,chr6,7393303,7395052,3AS,False,152,169
ENSG00000124784.8,chr6,7402715,7402816,IR,False,146,167
ENSG00000124784.8,chr6,7417330,7418037,PAS,False,57,175
ENSG00000124784.8,chr6,7414237,7415399,PAS,True,129,174
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,15,108
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,75,154
ENSG00000146416.18,chr6,143339638,143340989,PAS,False,40,119
ENSG00000276256.1,chrUn_GL000195v1,49119,86517,ES,True,88,109
ENSG00000276256.1,chrUn_GL000195v1,42528,44923,PAS,False,17,111
ENSG00000276256.1,chrUn_GL000195v1,43018,46801,PAS,True,98,111
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,50,499
ENSG00000007392.16,chr16,208188,220648,ES,False,96,115
ENSG00000007392.16,chr16,188421,189339,PAS,True,45,115
ENSG00000007392.16,chr16,206009,206147,PAS,True,76,115
ENSG00000007392.16,chr16,229278,229482,TSS,False,32,115
ENSG00000007392.16,chr16,227241,229455,TSS,True,94,115
ENSG00000088682.13,chr16,57457015,57458245,IR,True,90,108
ENSG00000088682.13,chr16,57460588,57461275,PAS,True,16,122
ENSG00000167005.13,chr16,56451086,56451354,TSS,True,17,104
ENSG00000135720.12,chr16,66720892,66723822,PAS,True,19,115
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,30,133
ENSG00000103194.15,chr16,84699954,84700111,TSS,True,50,309
ENSG00000129636.12,chr16,47154385,47155778,PAS,True,15,131
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,43,121
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,18,136
ENSG00000089280.18,chr16,31191398,31194826,PAS,True,31,134
ENSG00000089280.18,chr16,31184938,31186502,PAS,True,101,122
ENSG00000039068.18,chr16,68737240,68737463,TSS,True,180,204
ENSG00000039068.18,chr16,68822019,68822225,TSS,True,177,199
ENSG00000140943.16,chr16,84052702,84054645,PAS,True,60,172
ENSG00000140943.16,chr16,84061000,84063445,PAS,True,151,168
ENSG00000140943.16,chr16,84067342,84067823,PAS,True,134,167
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,25,173
ENSG00000103051.18,chr16,70523372,70523560,TSS,True,20,198
ENSG00000182149.20,chr16,71922680,71927613,ME,False,80,116
ENSG00000182149.20,chr16,71922680,71924768,ES,False,79,484
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,67,565
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,120,943
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,27,106
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,47,101
ENSG00000179889.18,chr16,15138878,15139621,PAS,False,85,106
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,59,120
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,123,797
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,697,796
ENSG00000077235.17,chr16,27486359,27488415,PAS,True,86,102
ENSG00000077235.17,chr16,27497687,27497821,PAS,True,31,101
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,20,108
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,20,132
ENSG00000125124.11,chr16,56519745,56520095,TSS,True,15,132
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,18,153
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,49,365
ENSG00000066654.13,chr16,20736358,20736859,IR,False,49,168
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,120,171
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,52,171
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,30,123
ENSG00000159579.13,chr16,57238878,57240475,PAS,True,15,121
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,24,201
ENSG00000085721.12,chr16,15086258,15091314,ES,False,36,127
ENSG00000085721.12,chr16,15094144,15094313,TSS,True,15,141
ENSG00000065427.14,chr16,75641723,75647577,ES,False,635,759
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,114,880
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,72,498
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,50,271
ENSG00000140694.16,chr16,14434984,14436772,PAS,True,25,118
