gene,chr,start,end,splice_type,novel,H9_ENCFF292UIE_in_cov,H9_ENCFF292UIE_total_cov
ENSG00000097046.12,chr1,91500807,91500948,TSS,False,55,206
ENSG00000097046.12,chr1,91500808,91500877,TSS,True,169,206
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,31,131
ENSG00000143157.11,chr1,166852584,166854471,PAS,False,82,131
ENSG00000143157.11,chr1,166848937,166854468,PAS,True,51,113
ENSG00000122482.20,chr1,90982370,91021989,ES,True,122,145
ENSG00000122482.20,chr1,90982370,91021989,5AS,True,122,139
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,193,223
ENSG00000122482.20,chr1,90937709,90938090,PAS,True,196,222
ENSG00000122482.20,chr1,90939167,90941309,PAS,False,51,216
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,79,225
ENSG00000122482.20,chr1,91021272,91021568,TSS,True,178,225
ENSG00000127125.8,chr1,42457350,42459602,5AS,True,229,257
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,39,267
ENSG00000117859.18,chr1,51652041,51714002,ES,False,26,258
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,110,336
ENSG00000117859.18,chr1,51750195,51760689,ES,False,273,586
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,352,613
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,387,612
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,500,612
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,62,589
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,183,588
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,429,586
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,46,251
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,33,244
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,116,257
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,168,257
ENSG00000143093.14,chr1,110047869,110050342,ES,True,34,186
ENSG00000142945.12,chr1,44750564,44753732,ES,False,63,496
ENSG00000053372.4,chr1,19251863,19254781,5AS,False,235,263
ENSG00000053372.4,chr1,19251552,19251863,TSS,False,33,271
ENSG00000053372.4,chr1,19251567,19252248,TSS,True,241,271
ENSG00000163866.8,chr1,34855982,34859676,5AS,False,89,150
ENSG00000163866.8,chr1,34859676,34859812,TSS,False,63,152
ENSG00000163866.8,chr1,34859454,34859726,TSS,True,113,152
ENSG00000120942.13,chr1,11285643,11288432,PAS,True,15,141
ENSG00000120942.13,chr1,11294872,11297214,PAS,True,131,146
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,178,366
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,194,381
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,138,778
ENSG00000162496.8,chr1,12617153,12618252,TSS,False,28,130
ENSG00000169972.11,chr1,1308720,1309085,ES,False,37,197
ENSG00000215866.7,chr1,112820169,112820538,PAS,True,41,101
ENSG00000215866.7,chr1,112820172,112820541,PAS,True,64,101
ENSG00000134262.12,chr1,113904941,113905223,TSS,False,54,115
ENSG00000134262.12,chr1,113904604,113905201,TSS,True,73,115
ENSG00000117222.13,chr1,205083137,205088815,PAS,False,18,112
ENSG00000131788.15,chr1,145859664,145859865,TSS,True,69,113
ENSG00000131788.15,chr1,145858966,145859084,TSS,True,77,113
ENSG00000131788.15,chr1,145854745,145854881,TSS,True,100,113
ENSG00000131914.10,chr1,26428516,26429137,5AS,True,178,1181
ENSG00000131914.10,chr1,26428516,26429137,IR,True,178,620
ENSG00000131914.10,chr1,26428576,26429137,IR,True,968,1396
ENSG00000131914.10,chr1,26428587,26429137,3AS,True,20,165
ENSG00000131914.10,chr1,26428593,26429101,3AS,True,214,254
ENSG00000131914.10,chr1,26429137,26429728,PAS,True,740,1969
ENSG00000131914.10,chr1,26429101,26429727,PAS,True,1755,1969
ENSG00000131914.10,chr1,26426241,26429717,PAS,True,1617,1883
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,91,513
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,65,313
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,259,1109
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,46,226
ENSG00000169213.6,chr1,51990551,51990756,TSS,False,31,283
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,291,893
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,641,893
ENSG00000135763.9,chr1,229643693,229647509,ES,True,23,127
ENSG00000135763.9,chr1,229626179,229626356,TSS,False,49,145
ENSG00000135763.9,chr1,229635138,229638247,TSS,True,95,134
ENSG00000125703.14,chr1,62784225,62803718,5AS,False,59,101
ENSG00000125703.14,chr1,62784105,62784225,TSS,False,72,142
ENSG00000125703.14,chr1,62784103,62784273,TSS,True,96,142
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,155,569
ENSG00000142949.16,chr1,43601523,43603533,TSS,True,176,212
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,165,212
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,65,106
ENSG00000065978.18,chr1,42682993,42683466,TSS,True,62,106
ENSG00000065978.18,chr1,42682900,42683365,TSS,False,95,106
ENSG00000065978.18,chr1,42700780,42701046,PAS,True,88,106
ENSG00000065978.18,chr1,42701980,42702363,PAS,False,18,106
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,128,623
ENSG00000143702.15,chr1,243172846,243186258,ES,False,162,251
ENSG00000143702.15,chr1,243172846,243186258,5AS,False,162,238
ENSG00000143702.15,chr1,243186072,243186258,IR,False,109,201
ENSG00000143702.15,chr1,243225321,243255046,5AS,False,53,370
ENSG00000143702.15,chr1,243164296,243166116,PAS,True,124,385
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,78,396
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,340,396
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,581,807
ENSG00000143319.16,chr1,156727769,156728414,IR,False,81,240
ENSG00000143319.16,chr1,156728414,156728564,TSS,False,182,275
ENSG00000143319.16,chr1,156726905,156728444,TSS,True,123,275
ENSG00000010165.19,chr1,171781795,171783739,ES,False,84,122
ENSG00000010165.19,chr1,171781795,171783739,5AS,False,84,525
ENSG00000010165.19,chr1,171781628,171782120,TSS,True,147,587
ENSG00000010165.19,chr1,171781658,171781795,TSS,True,465,587
ENSG00000162702.7,chr1,200409719,200409945,3AS,False,119,301
ENSG00000162702.7,chr1,200404950,200409719,PAS,True,198,308
ENSG00000162702.7,chr1,200406729,200409723,PAS,True,127,307
ENSG00000162702.7,chr1,200409945,200410037,TSS,True,60,362
ENSG00000143398.19,chr1,151199081,151224247,3AS,False,105,163
ENSG00000143398.19,chr1,151240039,151242437,ES,False,22,156
ENSG00000143398.19,chr1,151240039,151246919,ES,True,19,175
ENSG00000143398.19,chr1,151198522,151199081,TSS,False,21,184
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,40,193
ENSG00000160058.18,chr1,32365111,32368550,PAS,True,161,193
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,35,203
ENSG00000117597.17,chr1,209842447,209851203,ES,True,22,202
ENSG00000116337.15,chr1,109628277,109628363,IR,False,97,120
ENSG00000116337.15,chr1,109628495,109629108,ES,True,16,118
ENSG00000116337.15,chr1,109619806,109620278,TSS,True,39,138
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,313,1619
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,1314,1527
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,443,1616
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,1267,1613
ENSG00000125944.19,chr1,23321663,23337753,ME,True,42,124
ENSG00000125944.19,chr1,23338608,23344210,ES,False,674,1334
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,400,660
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,402,1361
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,1046,1358
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,141,531
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,397,534
ENSG00000143294.14,chr1,156767497,156768239,TSS,True,85,763
ENSG00000131236.16,chr1,40040783,40041428,5AS,False,25,101
ENSG00000131236.16,chr1,40040783,40059333,ES,False,129,144
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,129,429
ENSG00000131236.16,chr1,40040783,40059336,3AS,False,392,536
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,392,1343
ENSG00000131236.16,chr1,40040783,40059336,IR,False,392,692
ENSG00000131236.16,chr1,40040801,40059333,ES,False,257,300
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,911,1211
ENSG00000131236.16,chr1,40041493,40059336,3AS,False,57,134
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,698,1948
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,1400,1948
ENSG00000065243.19,chr1,88784776,88786103,5AS,True,16,102
ENSG00000065243.19,chr1,88833244,88835922,PAS,True,39,119
ENSG00000159023.21,chr1,29039426,29053106,3AS,False,17,106
ENSG00000159023.21,chr1,28887066,28887210,TSS,True,106,120
ENSG00000159023.21,chr1,28914331,28914768,TSS,True,25,120
ENSG00000159023.21,chr1,29053103,29054536,PAS,True,64,114
ENSG00000159023.21,chr1,29058588,29059610,PAS,True,90,114
ENSG00000070785.16,chr1,44848291,44851003,PAS,True,75,243
ENSG00000070785.16,chr1,44873829,44874826,PAS,True,177,243
ENSG00000180198.16,chr1,28529939,28531802,ES,False,393,466
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,429,486
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,115,485
ENSG00000162413.16,chr1,6601796,6602913,TSS,True,33,225
ENSG00000132485.13,chr1,71065137,71066775,ES,False,113,286
ENSG00000132485.13,chr1,71065137,71066775,5AS,False,113,136
ENSG00000132485.13,chr1,71065752,71066775,IR,False,164,187
ENSG00000132485.13,chr1,71069362,71070826,IR,True,301,439
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,139,448
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,329,446
ENSG00000137944.17,chr1,88969467,88992584,ES,False,201,292
ENSG00000158796.16,chr1,161132550,161133196,TSS,True,34,183
ENSG00000117713.19,chr1,26774726,26775220,TSS,True,65,132
ENSG00000132906.17,chr1,15495452,15518109,ES,False,21,113
ENSG00000132906.17,chr1,15524068,15524889,TSS,True,12,119
ENSG00000143774.16,chr1,228140363,228145510,ES,False,85,204
ENSG00000143774.16,chr1,228141288,228145510,5AS,False,106,121
ENSG00000155363.18,chr1,112674729,112674847,3AS,False,99,132
ENSG00000155363.18,chr1,112674421,112674729,TSS,True,117,251
ENSG00000155363.18,chr1,112674715,112675049,TSS,True,156,251
ENSG00000134186.11,chr1,108699161,108702885,PAS,True,64,531
ENSG00000134186.11,chr1,108696276,108697491,PAS,True,474,528
ENSG00000182134.15,chr1,151774227,151774412,IR,False,66,195
ENSG00000182134.15,chr1,151783049,151790398,5AS,False,30,154
ENSG00000182134.15,chr1,151783049,151790404,5AS,False,64,218
ENSG00000182134.15,chr1,151771576,151774227,PAS,True,155,221
ENSG00000182134.15,chr1,151771563,151774504,PAS,True,94,221
ENSG00000182134.15,chr1,151790398,151790532,TSS,True,190,221
ENSG00000182134.15,chr1,151790379,151790537,TSS,True,97,221
ENSG00000182134.15,chr1,151790404,151790551,TSS,True,157,221
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,92,458
ENSG00000116857.16,chr1,201153857,201154439,TSS,True,408,458
ENSG00000143740.14,chr1,227734200,227735499,TSS,True,128,399
ENSG00000143740.14,chr1,227747683,227748233,TSS,True,309,399
ENSG00000058673.16,chr1,203795775,203801574,5AS,True,35,207
ENSG00000058673.16,chr1,203795794,203801574,ES,False,127,172
ENSG00000058673.16,chr1,203801628,203802956,3AS,False,107,188
ENSG00000058673.16,chr1,203801628,203802956,5AS,True,107,122
ENSG00000058673.16,chr1,203801628,203802956,IR,False,107,151
ENSG00000058673.16,chr1,203795557,203795794,TSS,True,89,268
ENSG00000058673.16,chr1,203795541,203795775,TSS,True,196,268
ENSG00000058673.16,chr1,203852140,203855548,PAS,True,88,268
ENSG00000058673.16,chr1,203847183,203847688,PAS,False,224,264
ENSG00000198715.12,chr1,156294565,156295525,ES,False,24,181
ENSG00000143570.17,chr1,153962747,153963176,5AS,False,68,121
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,554,1992
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,1608,1992
ENSG00000162384.13,chr1,53220569,53220641,TSS,True,19,116
ENSG00000162384.13,chr1,53220260,53220627,TSS,True,104,116
ENSG00000143748.17,chr1,224226322,224227670,PAS,True,29,255
ENSG00000116747.12,chr1,193059776,193075819,ES,False,51,493
ENSG00000116747.12,chr1,193069634,193075819,ES,False,426,478
ENSG00000116747.12,chr1,193058629,193059776,TSS,True,78,579
ENSG00000158850.14,chr1,161176074,161176433,3AS,False,128,211
ENSG00000117724.12,chr1,214603170,214603321,TSS,False,20,165
ENSG00000117724.12,chr1,214639920,214641747,PAS,True,81,152
ENSG00000117724.12,chr1,214629045,214629158,PAS,True,96,150
ENSG00000143393.16,chr1,151316509,151327270,ES,False,160,250
ENSG00000143578.15,chr1,153968164,153968521,5AS,False,75,134
ENSG00000143578.15,chr1,153968639,153968929,5AS,False,70,169
ENSG00000143578.15,chr1,153967487,153968164,TSS,True,104,180
ENSG00000143578.15,chr1,153967497,153968184,TSS,True,121,180
ENSG00000143578.15,chr1,153967901,153968310,TSS,False,157,180
ENSG00000143374.16,chr1,150492489,150496809,ES,True,32,210
ENSG00000143374.16,chr1,150492489,150497529,ES,False,73,291
ENSG00000132849.20,chr1,61914586,61914664,PAS,True,74,169
ENSG00000116679.15,chr1,185305643,185306484,IR,True,118,212
ENSG00000116679.15,chr1,185305643,185307013,ES,False,632,753
ENSG00000116679.15,chr1,185305643,185307013,3AS,True,632,722
ENSG00000116679.15,chr1,185296387,185298288,PAS,True,97,872
ENSG00000174371.16,chr1,241849027,241850408,ES,False,110,239
ENSG00000174371.16,chr1,241867055,241872034,3AS,True,66,246
ENSG00000174371.16,chr1,241848139,241848353,TSS,True,27,257
ENSG00000174371.16,chr1,241889464,241891574,PAS,True,31,257
ENSG00000164176.12,chr5,84180521,84254083,ES,False,104,165
ENSG00000164176.12,chr5,83939615,83943568,PAS,True,41,174
ENSG00000048140.17,chr5,176656956,176657517,IR,False,72,121
ENSG00000048140.17,chr5,176647387,176647702,TSS,True,21,141
ENSG00000048140.17,chr5,176657517,176659056,PAS,True,49,136
ENSG00000048140.17,chr5,176656894,176659057,PAS,True,91,135
ENSG00000113761.11,chr5,177022913,177041125,ES,False,111,126
ENSG00000113761.11,chr5,177041870,177062057,ES,False,17,133
ENSG00000113761.11,chr5,177044533,177062057,ES,True,28,113
ENSG00000113761.11,chr5,177022689,177022913,TSS,True,18,155
ENSG00000196923.13,chr5,177482862,177483730,PAS,True,60,548
ENSG00000196923.13,chr5,177497527,177497637,TSS,True,67,550
ENSG00000155329.11,chr5,133000173,133006758,3AS,False,101,130
ENSG00000155329.11,chr5,133006920,133026496,ES,False,75,131
ENSG00000145555.14,chr5,16665299,16666793,PAS,True,41,195
ENSG00000145555.14,chr5,16676030,16676156,TSS,True,142,162
ENSG00000145555.14,chr5,16700962,16701834,TSS,True,146,165
ENSG00000145555.14,chr5,16738135,16738533,TSS,True,167,197
ENSG00000145555.14,chr5,16741803,16742249,TSS,True,160,197
ENSG00000155508.13,chr5,154858768,154863206,5AS,False,164,263
ENSG00000155508.13,chr5,154858202,154858525,TSS,False,249,303
ENSG00000155508.13,chr5,154858528,154858768,TSS,True,162,303
ENSG00000155508.13,chr5,154858597,154858816,TSS,True,239,303
ENSG00000113368.11,chr5,126836222,126837020,PAS,True,37,184
ENSG00000145495.15,chr5,10353258,10353917,TSS,True,26,239
ENSG00000164329.13,chr5,79613075,79619611,ES,False,98,114
ENSG00000164329.13,chr5,79641196,79642843,3AS,False,51,118
ENSG00000164329.13,chr5,79612434,79612735,TSS,True,114,135
ENSG00000164329.13,chr5,79612416,79613075,TSS,True,69,135
ENSG00000164329.13,chr5,79612375,79612769,TSS,True,103,135
ENSG00000087206.16,chr5,176958154,176969600,ES,False,20,177
ENSG00000087206.16,chr5,176982623,177006649,5AS,True,91,167
ENSG00000087206.16,chr5,177006649,177006813,TSS,True,118,216
ENSG00000087206.16,chr5,177006538,177006811,TSS,True,135,216
ENSG00000083312.17,chr5,72848247,72848384,5AS,True,106,824
ENSG00000083312.17,chr5,72816594,72816752,TSS,True,854,989
ENSG00000083312.17,chr5,72848097,72848251,TSS,True,270,989
ENSG00000083312.17,chr5,72848104,72848247,TSS,True,883,989
ENSG00000081791.8,chr5,141923798,141923972,TSS,True,36,251
ENSG00000081791.8,chr5,141934493,141935546,PAS,True,157,244
ENSG00000081791.8,chr5,141938520,141942045,PAS,True,194,245
ENSG00000081791.8,chr5,141939505,141941002,PAS,True,191,245
ENSG00000081791.8,chr5,141939553,141940154,PAS,False,216,245
ENSG00000164190.17,chr5,36876702,36877178,TSS,True,15,124
ENSG00000164190.17,chr5,36975775,36975920,PAS,False,85,114
ENSG00000164190.17,chr5,36984675,36986301,PAS,True,66,114
ENSG00000164190.17,chr5,37000372,37000570,PAS,False,83,119
ENSG00000164284.14,chr5,149345470,149345616,TSS,True,38,105
ENSG00000113569.15,chr5,37289834,37292038,PAS,True,92,260
ENSG00000113569.15,chr5,37309184,37309267,PAS,True,191,259
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,141,774
ENSG00000013561.17,chr5,141969167,141973582,ES,False,28,131
ENSG00000013561.17,chr5,141973742,141978302,ES,False,39,143
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,34,165
ENSG00000013561.17,chr5,141969104,141969234,TSS,True,147,165
ENSG00000164611.12,chr5,160421786,160421891,TSS,True,38,156
ENSG00000164611.12,chr5,160421897,160422403,TSS,True,130,156
ENSG00000158402.19,chr5,138319374,138328483,ES,False,38,210
ENSG00000158402.19,chr5,138328529,138330986,ES,False,42,207
ENSG00000158402.19,chr5,138331214,138331594,3AS,False,110,206
ENSG00000113407.13,chr5,33467559,33469530,PAS,True,199,1575
ENSG00000113407.13,chr5,33466870,33468086,PAS,False,1409,1575
ENSG00000112855.15,chr5,140691515,140691606,IR,False,22,195
ENSG00000112855.15,chr5,140695845,140696102,IR,False,143,167
ENSG00000112855.15,chr5,140695845,140696520,ES,False,34,181
ENSG00000112855.15,chr5,140691436,140691756,TSS,True,29,210
ENSG00000112855.15,chr5,140691368,140691515,TSS,True,188,210
ENSG00000120709.10,chr5,138338026,138338307,TSS,True,71,188
ENSG00000120709.10,chr5,138345131,138345609,TSS,True,160,183
ENSG00000072571.19,chr5,163464802,163469640,ES,False,35,104
ENSG00000072571.19,chr5,163491111,163492066,PAS,True,69,106
ENSG00000072571.19,chr5,163483019,163483172,PAS,True,65,106
ENSG00000170445.13,chr5,140678015,140679061,5AS,False,160,712
ENSG00000082068.8,chr5,37381685,37392002,3AS,True,11,108
ENSG00000055163.19,chr5,157266075,157266195,TSS,False,28,165
ENSG00000164219.9,chr5,115212307,115212500,IR,True,14,139
ENSG00000164219.9,chr5,115208800,115212583,PAS,True,29,154
ENSG00000164219.9,chr5,115207224,115212307,PAS,True,128,154
PB_novel_213403,chr5,12660807,12667735,ES,True,145,223
ENSG00000039560.13,chr5,34812208,34814582,ES,False,85,313
ENSG00000039560.13,chr5,34830687,34832613,PAS,True,274,344
ENSG00000039560.13,chr5,34822955,34824968,PAS,True,82,334
ENSG00000072803.17,chr5,171910797,172006457,ES,False,63,133
ENSG00000072803.17,chr5,171861549,171864101,PAS,True,47,164
ENSG00000072803.17,chr5,172006457,172006872,TSS,True,31,167
ENSG00000038427.15,chr5,83471142,83472023,TSS,True,50,288
ENSG00000038427.15,chr5,83537006,83539563,PAS,True,64,258
ENSG00000038427.15,chr5,83519348,83522253,PAS,True,204,254
ENSG00000164244.20,chr5,127517605,127517776,TSS,True,52,103
ENSG00000164244.20,chr5,127523516,127523582,TSS,True,78,103
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,125,388
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,275,388
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,591,2705
ENSG00000120705.12,chr5,138543096,138543256,TSS,True,92,792
ENSG00000176783.14,chr5,179550550,179550879,TSS,True,70,117
ENSG00000176783.14,chr5,179559676,179559835,TSS,True,96,117
ENSG00000176783.14,chr5,179559737,179560198,TSS,True,78,117
ENSG00000176783.14,chr5,179609375,179610019,PAS,True,22,117
ENSG00000120314.18,chr5,140668334,140668414,IR,False,189,232
ENSG00000120314.18,chr5,140668502,140668611,IR,True,208,235
ENSG00000120314.18,chr5,140668990,140669078,IR,False,203,240
ENSG00000120314.18,chr5,140664477,140665103,TSS,True,31,248
ENSG00000120314.18,chr5,140669332,140674124,PAS,True,38,240
ENSG00000120314.18,chr5,140671268,140674113,PAS,True,209,244
ENSG00000197822.10,chr5,69492743,69492900,TSS,False,56,260
ENSG00000168671.9,chr5,36031827,36035974,PAS,True,12,109
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,32,100
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,77,100
ENSG00000153113.23,chr5,96772639,96774683,PAS,True,39,100
ENSG00000131844.15,chr5,71604468,71632120,ES,False,43,179
ENSG00000131844.15,chr5,71643895,71646210,5AS,True,149,172
ENSG00000187678.9,chr5,142324843,142325073,TSS,True,95,110
ENSG00000170089.15,chr5,177883666,177884290,PAS,True,18,111
ENSG00000048162.20,chr5,176384374,176385220,IR,True,124,179
ENSG00000048162.20,chr5,176388343,176388432,IR,False,171,194
ENSG00000048162.20,chr5,176383935,176384374,PAS,True,80,204
