gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,212,450
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,279,448
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,331,469
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,14,105
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,27,225
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,78,294
ENSG00000185499.16,chr1,155186209,155187224,IR,True,266,297
ENSG00000185499.16,chr1,155185823,155186209,PAS,True,36,303
ENSG00000185499.16,chr1,155188162,155188889,TSS,True,172,352
ENSG00000185499.16,chr1,155192785,155193356,TSS,True,308,357
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,44,142
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,121,142
ENSG00000047410.13,chr1,186311657,186314026,PAS,False,96,108
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,33,109
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,90,109
ENSG00000177674.15,chr1,11745837,11747439,ES,False,135,152
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,36,172
ENSG00000177674.15,chr1,11736093,11736235,TSS,True,19,180
ENSG00000084070.11,chr1,40373663,40374223,TSS,False,39,144
ENSG00000158292.6,chr1,6260824,6261174,TSS,False,79,101
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,94,279
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,237,265
ENSG00000143382.14,chr1,150559794,150559905,TSS,True,98,125
ENSG00000143382.14,chr1,150559033,150559165,TSS,True,108,125
ENSG00000143382.14,chr1,150560059,150560939,PAS,True,24,113
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,78,151
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,74,227
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,204,227
ENSG00000173372.16,chr1,22636477,22636702,TSS,False,346,1085
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,15,131
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,22,127
ENSG00000004487.16,chr1,23030634,23050386,ES,False,65,194
ENSG00000158062.20,chr1,26284482,26285463,IR,False,42,138
ENSG00000158062.20,chr1,26286037,26296918,ES,False,16,127
ENSG00000158062.20,chr1,26298062,26301693,ES,False,72,104
ENSG00000158062.20,chr1,26298062,26306591,ES,False,22,123
ENSG00000158062.20,chr1,26301722,26306591,ES,False,17,101
ENSG00000158062.20,chr1,26306591,26306786,TSS,True,39,163
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,108,437
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,74,161
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,262,306
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,28,155
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,102,133
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,118,133
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,35,101
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,92,103
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,130,971
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,39,100
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,13,106
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,86,106
ENSG00000126088.13,chr1,45013215,45013291,IR,False,103,115
ENSG00000126088.13,chr1,45014070,45014438,IR,False,105,119
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,18,124
ENSG00000163131.10,chr1,150765697,150765822,TSS,True,121,863
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,107,172
ENSG00000008130.15,chr1,1779904,1780163,TSS,True,129,172
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,29,116
ENSG00000143575.14,chr1,154272623,154273961,TSS,True,96,113
ENSG00000173369.15,chr1,22653119,22653303,TSS,True,390,1487
ENSG00000162520.14,chr1,32702607,32703144,TSS,True,60,123
ENSG00000067606.16,chr1,2050401,2050701,TSS,True,76,180
ENSG00000067606.16,chr1,2050750,2051012,TSS,False,160,180
ENSG00000171735.18,chr1,6785575,6825091,ES,False,28,112
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,91,117
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,29,117
ENSG00000057252.12,chr1,179293738,179293936,TSS,True,20,127
ENSG00000066056.13,chr1,43313181,43313425,TSS,False,89,103
ENSG00000066056.13,chr1,43300958,43301129,TSS,True,59,106
ENSG00000066056.13,chr1,43322650,43323109,PAS,False,22,104
ENSG00000142798.19,chr1,21819798,21823488,PAS,True,70,148
ENSG00000142798.19,chr1,21937154,21937326,TSS,False,190,219
ENSG00000142798.19,chr1,21828834,21830419,TSS,True,133,152
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,35,108
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,35,248
ENSG00000157916.19,chr1,2391958,2395783,ES,False,164,207
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,164,211
ENSG00000157916.19,chr1,2391803,2392126,TSS,True,278,311
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,103,311
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,66,121
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,82,121
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,36,107
ENSG00000163050.16,chr1,226964994,226965410,TSS,True,96,107
ENSG00000117335.19,chr1,207767195,207770320,ES,False,120,367
ENSG00000117335.19,chr1,207785682,207793518,ES,False,300,389
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,21,133
ENSG00000143742.12,chr1,225783368,225789239,ES,False,215,240
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,123,599
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,100,127
ENSG00000131584.18,chr1,1307768,1308082,TSS,True,81,103
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,31,129
ENSG00000143226.13,chr1,161505341,161505552,TSS,True,48,114
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,178,253
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,100,251
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,28,270
ENSG00000279457.4,chr1,187287,187379,5AS,True,23,105
ENSG00000279457.4,chr1,199836,200549,TSS,True,26,108
ENSG00000279457.4,chr1,195262,195419,TSS,False,92,108
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,14,129
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,87,152
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,125,150
ENSG00000132694.18,chr1,157044298,157045955,TSS,True,81,103
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,66,117
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,74,114
ENSG00000116871.15,chr1,36170967,36171315,TSS,True,100,114
ENSG00000116871.15,chr1,36178684,36178823,TSS,True,97,110
ENSG00000117505.12,chr1,93345894,93346865,TSS,True,14,109
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,30,217
ENSG00000142748.12,chr1,27373263,27373964,ES,False,209,2012
ENSG00000142748.12,chr1,27373263,27373964,IR,True,209,265
ENSG00000142748.12,chr1,27374727,27374830,TSS,True,544,2563
ENSG00000000938.12,chr1,27623144,27623690,IR,True,162,181
ENSG00000000938.12,chr1,27626045,27626279,TSS,True,222,274
ENSG00000000938.12,chr1,27635064,27635284,TSS,True,176,274
ENSG00000121774.17,chr1,32013701,32014377,TSS,True,31,278
ENSG00000143546.9,chr1,153391040,153391073,TSS,False,80,162
ENSG00000143546.9,chr1,153390394,153390540,TSS,True,133,162
ENSG00000116754.13,chr1,70228555,70232267,ES,False,89,102
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,135,172
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,91,172
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,136,162
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,122,154
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,113,162
ENSG00000142733.15,chr1,27356589,27357153,TSS,True,101,126
ENSG00000142733.15,chr1,27366257,27367133,TSS,True,90,129
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,68,102
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,66,102
ENSG00000168653.10,chr1,39028720,39028940,TSS,True,86,102
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,20,116
ENSG00000159479.16,chr1,43389758,43389812,TSS,True,19,125
ENSG00000196187.11,chr1,225845518,225846932,PAS,True,28,101
ENSG00000196187.11,chr1,225882303,225883295,TSS,False,90,138
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,19,143
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,22,218
ENSG00000094963.13,chr1,171185172,171185359,TSS,True,40,305
ENSG00000094963.13,chr1,171210799,171212410,PAS,True,133,304
ENSG00000094963.13,chr1,171208793,171210088,PAS,True,196,286
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,27,111
ENSG00000130775.15,chr1,27876728,27885294,ES,False,20,152
ENSG00000130775.15,chr1,27880054,27885294,ES,False,20,167
ENSG00000130775.15,chr1,27872499,27872665,TSS,True,79,230
ENSG00000130775.15,chr1,27879767,27880054,TSS,True,193,229
ENSG00000130775.15,chr1,27882024,27883043,TSS,True,198,228
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,35,112
ENSG00000077254.14,chr1,77741748,77759642,ES,False,94,116
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,47,128
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,96,128
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,47,146
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,57,168
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,34,122
ENSG00000196188.10,chr1,206012406,206013771,ES,False,23,116
ENSG00000196188.10,chr1,206023723,206024018,TSS,True,15,128
ENSG00000173436.14,chr1,19596974,19597109,TSS,True,18,140
ENSG00000116586.11,chr1,156054767,156054957,TSS,True,13,112
ENSG00000159176.13,chr1,201507069,201507373,TSS,True,55,200
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,21,202
ENSG00000163346.16,chr1,154956068,154956418,TSS,True,44,113
ENSG00000163346.16,chr1,154945571,154946693,TSS,True,95,109
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,32,100
ENSG00000188641.13,chr1,97077738,97079146,PAS,False,49,115
ENSG00000188641.13,chr1,97728975,97732470,PAS,True,95,108
ENSG00000188641.13,chr1,97920883,97921126,TSS,True,19,115
ENSG00000143537.13,chr1,155060343,155062244,ES,False,42,107
ENSG00000143537.13,chr1,155051251,155051465,TSS,True,53,142
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,52,103
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,332,972
ENSG00000162511.7,chr1,30757658,30757860,TSS,True,234,688
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,31,251
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,31,262
ENSG00000117318.8,chr1,23558415,23558934,IR,True,305,346
ENSG00000117318.8,chr1,23559019,23559126,IR,True,309,345
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,41,346
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,36,346
ENSG00000143416.20,chr1,151369189,151369441,IR,False,866,1225
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,204,1364
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,18,168
ENSG00000116691.10,chr1,12029281,12029764,IR,False,118,168
ENSG00000116691.10,chr1,12029894,12030027,IR,False,142,171
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,20,181
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,179,512
ENSG00000155366.16,chr1,112703806,112707077,ES,False,41,121
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,35,156
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,73,282
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,66,209
ENSG00000163041.9,chr1,226062725,226064479,TSS,True,188,209
ENSG00000163041.9,chr1,226065654,226065809,TSS,True,176,209
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,287,323
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,46,298
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,33,320
ENSG00000186517.13,chr1,161069527,161069981,TSS,True,79,177
ENSG00000131781.12,chr1,147183806,147187245,PAS,True,42,108
ENSG00000131781.12,chr1,147208425,147209051,PAS,True,89,103
ENSG00000131781.12,chr1,147203078,147205009,PAS,True,94,106
ENSG00000131781.12,chr1,147224894,147225627,TSS,True,81,117
ENSG00000131781.12,chr1,147225286,147225617,TSS,True,63,117
ENSG00000137962.12,chr1,94170651,94174749,PAS,True,86,124
ENSG00000137962.12,chr1,94202947,94202998,PAS,True,70,119
ENSG00000137962.12,chr1,94203099,94203210,PAS,True,102,118
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,45,124
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,89,124
ENSG00000143333.6,chr1,182600513,182601965,IR,True,106,123
ENSG00000143333.6,chr1,182602132,182602419,IR,True,109,123
ENSG00000143333.6,chr1,182602484,182603228,IR,True,107,120
ENSG00000143333.6,chr1,182598622,182600513,PAS,False,17,123
ENSG00000143333.6,chr1,182604215,182604393,TSS,False,17,128
ENSG00000117448.13,chr1,45551155,45561788,ES,False,121,181
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,37,205
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,28,153
ENSG00000049245.12,chr1,7771385,7773441,5AS,True,96,119
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,55,153
ENSG00000049245.12,chr1,7771281,7773198,TSS,False,133,153
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,70,203
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,90,289
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,57,471
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,476,947
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,617,941
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,46,107
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,92,107
ENSG00000078369.17,chr1,1825499,1890819,ES,False,94,560
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,68,629
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,191,237
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,198,237
ENSG00000143110.11,chr1,111476867,111477333,IR,True,130,149
ENSG00000143110.11,chr1,111477428,111477725,3AS,False,109,138
ENSG00000143110.11,chr1,111477428,111477725,IR,True,109,124
ENSG00000143110.11,chr1,111473759,111474030,TSS,True,39,188
ENSG00000160710.16,chr1,154607991,154608797,TSS,True,110,146
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,54,168
ENSG00000076864.19,chr1,21617305,21617482,TSS,True,98,113
ENSG00000076864.19,chr1,21622338,21622750,TSS,False,68,113
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,28,121
ENSG00000162407.8,chr1,56524276,56524542,TSS,True,107,121
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,38,112
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,77,108
ENSG00000133226.16,chr1,24671385,24671458,PAS,True,87,107
ENSG00000081237.19,chr1,198639039,198639137,TSS,True,34,125
ENSG00000081237.19,chr1,198735126,198735253,PAS,False,61,109
ENSG00000081237.19,chr1,198748108,198748176,PAS,True,98,116
ENSG00000081237.19,chr1,198755905,198757845,PAS,True,81,120
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,106,173
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,118,224
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,158,224
ENSG00000159658.10,chr1,46686870,46689586,ES,False,55,106
ENSG00000162896.5,chr1,206946335,206946467,TSS,False,655,1687
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,22,114
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,41,133
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,111,133
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,23,119
ENSG00000084072.16,chr1,39763688,39766108,PAS,False,113,133
ENSG00000116701.14,chr1,183590155,183590625,TSS,True,193,428
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,19,172
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,75,187
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,137,171
ENSG00000143771.11,chr1,224356823,224356993,TSS,False,25,200
ENSG00000143771.11,chr1,224375794,224379452,PAS,True,27,192
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,28,130
ENSG00000179163.11,chr1,23867897,23868356,TSS,False,25,173
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,192,277
ENSG00000196352.15,chr1,207339417,207359545,ES,False,215,240
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,38,262
ENSG00000157873.17,chr1,2560714,2561672,3AS,False,203,233
ENSG00000157873.17,chr1,2560714,2561776,3AS,False,40,269
ENSG00000157873.17,chr1,2561815,2562864,5AS,False,242,280
ENSG00000157873.17,chr1,2555742,2556733,TSS,True,149,339
ENSG00000182795.12,chr1,207032578,207032778,TSS,True,138,185
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,47,256
ENSG00000163220.10,chr1,153357853,153357881,TSS,False,64,109
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,240,524
ENSG00000182827.8,chr1,226144678,226146821,PAS,False,29,113
ENSG00000182827.8,chr1,226164801,226164929,PAS,True,91,110
ENSG00000182827.8,chr1,226186389,226186734,TSS,False,13,121
ENSG00000162551.13,chr1,21509083,21509517,TSS,True,78,230
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,80,103
ENSG00000143157.11,chr1,166839444,166839769,TSS,True,66,103
ENSG00000143553.10,chr1,153658681,153658886,TSS,False,17,109
ENSG00000159388.5,chr1,203305497,203305748,TSS,True,41,118
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,37,111
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,50,120
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,83,120
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,152,372
ENSG00000169242.11,chr1,155127869,155128069,TSS,True,54,223
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,161,542
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,467,542
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,82,147
ENSG00000054277.13,chr1,241597997,241639881,ES,False,42,121
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,43,104
ENSG00000116473.14,chr1,111619761,111619934,TSS,True,21,118
ENSG00000162496.8,chr1,12617153,12618252,TSS,False,48,123
ENSG00000187608.9,chr1,1013455,1013576,TSS,True,40,207
ENSG00000189334.8,chr1,153616294,153616326,TSS,False,145,356
ENSG00000130764.9,chr1,3795861,3796512,TSS,False,21,127
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,210,420
ENSG00000163399.15,chr1,116404415,116404774,PAS,True,47,286
ENSG00000136628.17,chr1,219968597,219968956,PAS,True,100,117
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,16,109
ENSG00000136628.17,chr1,220046342,220046692,TSS,True,20,119
ENSG00000198492.15,chr1,28736478,28737147,TSS,True,16,107
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,82,515
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,72,139
ENSG00000171603.17,chr1,9734947,9735161,TSS,True,87,102
ENSG00000171603.17,chr1,9823642,9823992,TSS,True,79,113
ENSG00000171603.17,chr1,9751472,9751652,TSS,False,101,113
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,33,121
ENSG00000163444.11,chr1,203006678,203007574,TSS,False,16,131
ENSG00000142949.16,chr1,43530824,43531090,TSS,True,184,236
ENSG00000142949.16,chr1,43618290,43619573,TSS,True,165,196
ENSG00000142949.16,chr1,43621934,43623670,PAS,True,45,165
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,72,223
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,188,216
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,498,940
ENSG00000163468.14,chr1,156338153,156338331,TSS,True,64,318
ENSG00000163468.14,chr1,156317165,156317194,TSS,True,284,317
ENSG00000116786.12,chr1,15684293,15684618,TSS,True,125,174
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,127,157
ENSG00000116786.12,chr1,15733796,15734771,PAS,True,22,145
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,68,115
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,240,293
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,238,293
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,163,288
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,16,102
ENSG00000160058.18,chr1,32365111,32368550,PAS,True,88,102
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,39,119
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,121,324
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,238,322
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,127,147
ENSG00000125944.19,chr1,23338608,23344210,ES,False,91,145
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,16,151
ENSG00000125944.19,chr1,23344210,23344650,TSS,True,17,162
ENSG00000143248.12,chr1,163202791,163203075,TSS,True,17,103
ENSG00000159189.11,chr1,22643714,22644010,5AS,False,751,843
ENSG00000159189.11,chr1,22643714,22647226,5AS,True,16,110
ENSG00000159189.11,chr1,22643632,22643714,TSS,False,211,978
ENSG00000160789.19,chr1,156114537,156115274,TSS,True,141,466
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,210,367
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,178,418
ENSG00000127603.25,chr1,39104949,39105717,TSS,True,93,116
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,42,110
