gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000159363.17,chr1,16993628,16995738,TSS,True,79,101
ENSG00000159363.17,chr1,16995975,16996079,TSS,True,54,101
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,40,123
ENSG00000117335.19,chr1,207785682,207793518,ES,False,74,110
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,31,143
ENSG00000117335.19,chr1,207793518,207795515,PAS,True,23,131
ENSG00000171793.14,chr1,41011657,41013641,PAS,True,27,255
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,59,498
ENSG00000143742.12,chr1,225783368,225789239,ES,False,523,603
ENSG00000118217.5,chr1,161766221,161766442,TSS,False,31,244
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,93,808
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,20,115
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,21,115
ENSG00000037637.10,chr1,16315435,16352254,ES,True,107,121
ENSG00000116539.12,chr1,155562778,155562855,TSS,False,41,136
ENSG00000116539.12,chr1,155562152,155562788,TSS,True,119,136
ENSG00000143226.13,chr1,161510074,161513894,ES,False,14,116
ENSG00000143226.13,chr1,161505341,161505552,TSS,True,27,137
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,426,552
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,215,555
ENSG00000279457.4,chr1,187287,187379,5AS,True,41,318
ENSG00000279457.4,chr1,188889,195262,3AS,True,31,287
ENSG00000279457.4,chr1,199836,200549,TSS,True,83,322
ENSG00000279457.4,chr1,195262,195419,TSS,False,255,322
ENSG00000055070.16,chr1,16367308,16393230,3AS,False,46,126
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,52,194
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,162,192
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,199,347
ENSG00000142687.17,chr1,35433489,35435081,PAS,True,82,132
ENSG00000142687.17,chr1,35451631,35451776,PAS,False,59,119
ENSG00000142687.17,chr1,35554349,35554521,TSS,True,106,133
ENSG00000142687.17,chr1,35557206,35557434,TSS,True,87,135
ENSG00000142687.17,chr1,35557361,35557457,TSS,True,119,135
ENSG00000142748.12,chr1,27373263,27373964,IR,True,63,120
ENSG00000000938.12,chr1,27626045,27626279,TSS,True,167,236
ENSG00000000938.12,chr1,27635064,27635284,TSS,True,107,236
ENSG00000116754.13,chr1,70228555,70232267,ES,False,114,142
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,128,175
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,77,175
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,105,162
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,149,174
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,136,173
ENSG00000116754.13,chr1,70249951,70250048,PAS,True,146,167
ENSG00000058799.14,chr1,53852270,53860055,ES,False,63,223
ENSG00000058799.14,chr1,53888986,53889712,ES,False,96,216
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,46,412
ENSG00000094963.13,chr1,171208793,171210088,PAS,True,166,942
ENSG00000094963.13,chr1,171207717,171207764,PAS,True,804,942
ENSG00000117308.14,chr1,23798730,23799365,ES,False,62,518
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,65,551
ENSG00000130775.15,chr1,27872499,27872665,TSS,True,98,232
ENSG00000130775.15,chr1,27879767,27880054,TSS,True,170,232
ENSG00000130775.15,chr1,27882024,27883043,TSS,True,207,232
ENSG00000077254.14,chr1,77741748,77759642,ES,False,87,109
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,68,128
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,92,127
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,19,128
ENSG00000168118.11,chr1,229295910,229297519,3AS,False,12,107
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,49,294
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,126,633
ENSG00000132781.17,chr1,45333561,45334390,3AS,False,79,107
ENSG00000132781.17,chr1,45339975,45340414,TSS,True,96,127
ENSG00000132781.17,chr1,45340218,45340477,TSS,True,68,127
ENSG00000132781.17,chr1,45339898,45339980,TSS,True,104,127
ENSG00000196188.10,chr1,206012406,206013771,ES,False,227,389
ENSG00000196188.10,chr1,206023723,206024018,TSS,True,43,411
ENSG00000054282.15,chr1,243256240,243270104,3AS,False,105,120
ENSG00000054282.15,chr1,243293219,243304712,ES,False,75,119
ENSG00000054282.15,chr1,243255274,243256240,TSS,True,38,160
ENSG00000054282.15,chr1,243305011,243306546,PAS,True,114,154
ENSG00000054282.15,chr1,243318036,243318536,PAS,True,132,160
ENSG00000054282.15,chr1,243330539,243330693,PAS,True,119,160
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,207,306
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,120,330
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,232,330
ENSG00000169174.10,chr1,55039404,55040044,TSS,False,52,102
ENSG00000169174.10,chr1,55050261,55052411,TSS,True,83,102
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,40,159
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,134,159
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,39,159
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,133,159
ENSG00000117054.13,chr1,75724817,75732643,ES,False,27,211
ENSG00000188641.13,chr1,97077738,97079146,PAS,False,102,136
ENSG00000188641.13,chr1,97718313,97720926,PAS,True,96,109
ENSG00000188641.13,chr1,97728975,97732470,PAS,True,80,109
ENSG00000188641.13,chr1,97920883,97921126,TSS,True,41,139
ENSG00000143537.13,chr1,155060343,155062244,ES,False,202,564
ENSG00000143537.13,chr1,155060832,155062244,ES,False,270,357
ENSG00000143537.13,chr1,155051251,155051465,TSS,True,164,614
ENSG00000143537.13,chr1,155051299,155052777,TSS,True,545,614
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,1330,2170
ENSG00000135821.18,chr1,182385356,182385553,TSS,True,1862,2169
ENSG00000158793.13,chr1,161118178,161118785,5AS,False,99,114
ENSG00000158793.13,chr1,161118072,161118178,TSS,True,30,135
ENSG00000158793.13,chr1,161120498,161123472,PAS,True,15,128
ENSG00000158793.13,chr1,161124140,161126640,PAS,True,119,134
ENSG00000162511.7,chr1,30757658,30757860,TSS,True,120,689
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,24,100
ENSG00000117318.8,chr1,23558415,23558934,IR,True,299,476
ENSG00000117318.8,chr1,23559019,23559126,IR,True,327,475
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,177,476
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,148,476
ENSG00000143416.20,chr1,151369189,151369441,IR,False,2285,2662
ENSG00000135845.9,chr1,172443987,172444109,TSS,True,15,121
ENSG00000116691.10,chr1,12029281,12029764,IR,False,276,364
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,52,101
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,27,101
ENSG00000040487.12,chr1,19312256,19312358,TSS,True,54,112
ENSG00000040487.12,chr1,19312285,19312889,TSS,True,79,112
ENSG00000155366.16,chr1,112703806,112707077,ES,False,104,301
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,51,352
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,20,100
ENSG00000142867.13,chr1,85266248,85267966,PAS,True,89,100
ENSG00000186517.13,chr1,161049334,161049594,5AS,True,27,142
ENSG00000186517.13,chr1,161069527,161069981,TSS,True,39,170
ENSG00000160753.15,chr1,155324544,155324844,5AS,False,36,112
ENSG00000160753.15,chr1,155324429,155324544,TSS,True,160,196
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,149,196
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,120,196
ENSG00000125459.15,chr1,155611291,155611548,5AS,False,133,150
ENSG00000125459.15,chr1,155613233,155613461,3AS,False,157,179
ENSG00000125459.15,chr1,155613733,155614058,5AS,False,19,145
ENSG00000125459.15,chr1,155610175,155610332,TSS,True,45,181
ENSG00000125459.15,chr1,155614058,155616794,PAS,True,36,181
ENSG00000134748.12,chr1,52404546,52404879,TSS,True,22,142
ENSG00000137962.12,chr1,94201523,94201857,PAS,True,135,174
ENSG00000137962.12,chr1,94202947,94202998,PAS,True,116,174
ENSG00000137962.12,chr1,94203099,94203210,PAS,True,134,174
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,53,176
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,125,176
ENSG00000143333.6,chr1,182604215,182604393,TSS,False,33,246
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,49,108
ENSG00000162493.16,chr1,13583729,13584100,TSS,False,16,121
ENSG00000156171.14,chr1,111137586,111139587,5AS,False,25,128
ENSG00000156171.14,chr1,111137586,111140037,ES,False,60,186
ENSG00000156171.14,chr1,111139666,111140037,3AS,False,62,126
ENSG00000169241.18,chr1,155136376,155137560,ES,False,54,195
ENSG00000169241.18,chr1,155135809,155135991,TSS,True,42,218
ENSG00000143156.13,chr1,169324469,169367707,3AS,False,29,126
ENSG00000132879.13,chr1,11658364,11658735,5AS,False,49,111
ENSG00000132879.13,chr1,11654838,11654952,TSS,True,23,118
ENSG00000117448.13,chr1,45551155,45561788,ES,False,226,422
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,79,447
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,387,447
ENSG00000197965.11,chr1,167773368,167787819,ES,False,26,116
ENSG00000197965.11,chr1,167721942,167722242,TSS,True,24,142
ENSG00000203667.9,chr1,244835756,244842194,ES,False,40,105
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,20,128
ENSG00000157870.15,chr1,2588625,2588953,3AS,False,46,100
ENSG00000157870.15,chr1,2586765,2586948,TSS,True,54,135
ENSG00000157870.15,chr1,2586798,2587295,TSS,True,115,135
ENSG00000186141.8,chr1,145826492,145826605,IR,False,35,226
ENSG00000116213.15,chr1,3631117,3631465,IR,False,177,226
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,53,230
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,181,230
ENSG00000116213.15,chr1,3649930,3650119,TSS,True,30,230
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,74,334
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,22,104
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,91,104
ENSG00000143224.17,chr1,161166393,161166611,TSS,True,91,104
ENSG00000143224.17,chr1,161166382,161166672,TSS,True,25,104
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,93,107
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,48,143
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,119,142
ENSG00000162729.13,chr1,160098408,160098653,TSS,True,18,154
ENSG00000122218.15,chr1,160288580,160290216,PAS,True,19,131
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,66,131
ENSG00000122218.15,chr1,160298844,160299166,TSS,True,100,117
ENSG00000132196.14,chr1,162796677,162797827,3AS,False,15,146
ENSG00000132196.14,chr1,162790545,162790835,TSS,True,29,168
ENSG00000076864.19,chr1,21598040,21598399,3AS,False,18,116
ENSG00000076864.19,chr1,21602913,21606065,ES,False,92,106
ENSG00000076864.19,chr1,21617305,21617482,TSS,True,98,119
ENSG00000076864.19,chr1,21620014,21620094,TSS,True,60,119
ENSG00000081237.19,chr1,198692373,198703297,ES,False,100,168
ENSG00000081237.19,chr1,198639039,198639137,TSS,True,44,201
ENSG00000081237.19,chr1,198735126,198735253,PAS,False,44,191
ENSG00000081237.19,chr1,198748108,198748176,PAS,True,173,195
ENSG00000122176.11,chr1,203347291,203348059,TSS,True,73,211
ENSG00000122176.11,chr1,203351032,203351526,TSS,True,154,211
ENSG00000132780.16,chr1,45606591,45613168,ES,False,96,126
ENSG00000198746.12,chr1,26899991,26900467,TSS,False,18,142
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,100,160
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,73,173
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,113,173
ENSG00000116977.18,chr1,236542787,236543559,ES,False,81,117
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,21,138
ENSG00000159658.10,chr1,46686870,46689586,ES,False,167,371
ENSG00000159658.10,chr1,46675158,46678636,PAS,True,155,415
ENSG00000159658.10,chr1,46685419,46686870,PAS,True,265,395
ENSG00000162896.5,chr1,206946335,206946467,TSS,False,182,373
ENSG00000162896.5,chr1,206937094,206937708,TSS,True,306,373
ENSG00000197622.12,chr1,151055993,151059478,ES,False,122,147
ENSG00000117360.12,chr1,150321454,150321592,TSS,True,14,100
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,56,249
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,66,258
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,202,258
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,57,258
ENSG00000084072.16,chr1,39763688,39766108,PAS,False,212,258
ENSG00000142765.17,chr1,27348012,27349115,3AS,False,52,406
ENSG00000142765.17,chr1,27342001,27342150,TSS,False,42,419
ENSG00000116701.14,chr1,183566919,183567209,TSS,True,263,325
ENSG00000116701.14,chr1,183590155,183590625,TSS,True,107,329
ENSG00000221978.11,chr1,1385709,1387582,PAS,True,44,268
ENSG00000221978.11,chr1,1390777,1392803,PAS,True,100,114
ENSG00000221978.11,chr1,1399018,1399786,TSS,True,176,279
ENSG00000221978.11,chr1,1390765,1392804,TSS,True,111,258
ENSG00000158195.10,chr1,27409691,27410088,TSS,True,253,303
ENSG00000158195.10,chr1,27489985,27490169,TSS,True,303,338
ENSG00000196352.15,chr1,207337422,207359545,5AS,True,53,314
ENSG00000196352.15,chr1,207337428,207359545,5AS,True,62,259
ENSG00000142871.16,chr1,85580756,85581047,TSS,False,71,451
ENSG00000135775.13,chr1,230642459,230642678,TSS,True,22,113
ENSG00000135775.13,chr1,230693291,230693986,PAS,True,19,113
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,16,157
ENSG00000117500.12,chr1,93156483,93160128,ES,False,101,114
ENSG00000117500.12,chr1,93149742,93154888,PAS,True,38,114
ENSG00000117500.12,chr1,93155532,93156483,PAS,True,76,114
ENSG00000157873.17,chr1,2558468,2559822,3AS,True,285,320
ENSG00000157873.17,chr1,2555742,2556733,TSS,True,58,339
ENSG00000182795.12,chr1,207032578,207032778,TSS,True,138,225
ENSG00000182795.12,chr1,207032706,207032759,TSS,True,202,225
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,39,125
ENSG00000130768.14,chr1,27935244,27945231,ES,False,106,119
ENSG00000143157.11,chr1,166839325,166839604,TSS,False,46,103
ENSG00000122482.20,chr1,90982370,91021989,5AS,True,82,105
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,114,182
ENSG00000122482.20,chr1,90939167,90941309,PAS,False,14,122
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,92,182
ENSG00000122482.20,chr1,91021688,91022078,TSS,False,158,182
ENSG00000159388.5,chr1,203305497,203305748,TSS,True,26,159
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,30,253
ENSG00000127125.8,chr1,42457073,42457246,IR,False,222,247
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,58,280
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,250,280
ENSG00000117859.18,chr1,51750195,51760689,ES,False,38,158
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,81,181
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,142,177
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,147,177
ENSG00000117859.18,chr1,51787714,51789217,PAS,True,30,181
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,87,301
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,232,301
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,101,297
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,210,296
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,30,115
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,14,117
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,17,133
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,43,119
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,79,119
ENSG00000163866.8,chr1,34855982,34859676,5AS,False,93,119
ENSG00000163866.8,chr1,34859676,34859812,TSS,False,30,123
ENSG00000163866.8,chr1,34859454,34859726,TSS,True,109,123
ENSG00000162542.13,chr1,19787117,19799854,ES,False,48,101
ENSG00000162542.13,chr1,19682206,19683444,PAS,True,15,138
ENSG00000162542.13,chr1,19799854,19800204,TSS,True,37,138
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,37,255
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,44,221
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,181,239
ENSG00000162496.8,chr1,12617153,12618252,TSS,False,45,410
ENSG00000143153.12,chr1,169106622,169106926,TSS,True,40,167
ENSG00000143153.12,chr1,169127353,169127408,TSS,True,141,164
ENSG00000189334.8,chr1,153616294,153616326,TSS,False,51,458
ENSG00000131788.15,chr1,145853812,145854419,TSS,True,82,103
ENSG00000131788.15,chr1,145854745,145854881,TSS,True,65,103
ENSG00000131788.15,chr1,145850770,145850941,TSS,True,90,101
ENSG00000116984.12,chr1,236795244,236795737,TSS,True,24,102
ENSG00000116791.13,chr1,74724834,74732955,ES,False,131,153
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,221,354
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,42,291
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,36,291
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,221,682
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,84,297
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,84,208
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,130,208
ENSG00000010803.16,chr1,41075218,41075399,TSS,True,84,103
ENSG00000010803.16,chr1,41070594,41070721,TSS,False,92,103
ENSG00000010803.16,chr1,41113282,41113460,TSS,True,83,104
ENSG00000010803.16,chr1,41048689,41048870,TSS,False,78,103
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,152,554
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,176,202
ENSG00000142949.16,chr1,43618290,43619573,TSS,True,163,202
ENSG00000142949.16,chr1,43619677,43619858,TSS,True,166,202
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,1063,1234
ENSG00000143702.15,chr1,243164296,243166116,PAS,True,48,110
ENSG00000143702.15,chr1,243171500,243172846,PAS,False,98,110
ENSG00000143702.15,chr1,243167790,243169754,PAS,True,95,110
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,40,117
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,97,117
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,18,107
ENSG00000162613.16,chr1,77964285,77964356,PAS,True,89,100
ENSG00000162613.16,chr1,77978884,77979140,TSS,True,11,107
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,69,106
ENSG00000116786.12,chr1,15730100,15730722,TSS,True,79,106
ENSG00000000971.15,chr1,196651806,196652175,TSS,True,37,338
ENSG00000000971.15,chr1,196701317,196702523,PAS,True,137,322
ENSG00000000971.15,chr1,196713734,196713804,PAS,True,272,322
ENSG00000000971.15,chr1,196726469,196726523,PAS,True,276,326
ENSG00000143319.16,chr1,156727769,156728414,IR,False,44,119
ENSG00000143319.16,chr1,156728414,156728564,TSS,False,108,158
ENSG00000143319.16,chr1,156726905,156728444,TSS,True,88,158
ENSG00000010165.19,chr1,171781628,171782120,TSS,True,31,145
ENSG00000010165.19,chr1,171781658,171781795,TSS,True,130,145
ENSG00000160058.18,chr1,32383997,32386778,3AS,False,133,151
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,22,183
ENSG00000160058.18,chr1,32365111,32368550,PAS,True,162,181
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,54,205
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,141,616
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,492,616
ENSG00000125944.19,chr1,23338608,23344210,ES,False,210,342
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,75,133
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,136,359
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,266,358
ENSG00000123838.10,chr1,207104430,207112997,3AS,True,63,101
ENSG00000123838.10,chr1,207104430,207113000,3AS,False,257,358
ENSG00000159189.11,chr1,22643714,22644010,5AS,False,515,591
ENSG00000159189.11,chr1,22643632,22643714,TSS,False,111,628
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,1358,2765
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,1443,2776
ENSG00000127603.25,chr1,39158848,39159020,TSS,True,82,103
ENSG00000127603.25,chr1,39485537,39487757,PAS,True,67,100
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,201,527
ENSG00000131236.16,chr1,40040783,40059336,3AS,False,386,596
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,386,1276
ENSG00000131236.16,chr1,40040783,40059336,IR,False,386,712
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,869,1194
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,849,2064
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,1458,2064
ENSG00000168389.17,chr1,39955111,39955385,TSS,True,287,1765
ENSG00000070785.16,chr1,44848291,44851003,PAS,True,21,169
ENSG00000180198.16,chr1,28529939,28531802,ES,False,76,137
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,48,142
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,100,141
ENSG00000135838.13,chr1,182789805,182792231,5AS,True,232,346
ENSG00000135838.13,chr1,182789805,182803697,5AS,True,14,138
