gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000000460.16,chr1,169794732,169795213,TSS,True,24,117
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,113,738
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,321,736
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,420,708
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,80,680
ENSG00000143036.16,chr1,94827547,94828492,5AS,False,31,164
ENSG00000143036.16,chr1,94864899,94867333,3AS,False,58,167
ENSG00000143036.16,chr1,94820324,94820478,TSS,True,68,174
ENSG00000143036.16,chr1,94820322,94820723,TSS,True,128,174
ENSG00000143036.16,chr1,94894817,94895243,PAS,True,18,174
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,59,393
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,15,110
ENSG00000077254.14,chr1,77741748,77759642,ES,False,59,107
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,111,142
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,115,139
ENSG00000077254.14,chr1,77722216,77723443,PAS,True,70,115
ENSG00000077254.14,chr1,77725621,77725762,PAS,True,101,114
ENSG00000077254.14,chr1,77759642,77759902,TSS,True,36,143
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,22,126
ENSG00000213625.8,chr1,65431802,65436005,PAS,True,18,119
ENSG00000213625.8,chr1,65425302,65426834,PAS,True,102,119
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,140,193
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,68,211
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,160,211
ENSG00000135744.7,chr1,230714085,230714144,TSS,False,25,115
ENSG00000135744.7,chr1,230795112,230795566,TSS,True,92,115
ENSG00000143486.15,chr1,206599092,206600262,ES,False,18,148
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,24,159
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,32,122
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,96,122
ENSG00000137955.15,chr1,75789356,75789951,IR,False,110,136
ENSG00000137955.15,chr1,75790057,75791284,ES,False,98,117
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,98,120
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,21,142
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,30,151
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,133,151
ENSG00000117054.13,chr1,75724817,75732643,ES,False,33,316
ENSG00000117616.17,chr1,25244498,25245149,IR,False,47,126
ENSG00000117616.17,chr1,25242247,25242705,PAS,True,53,164
ENSG00000117616.17,chr1,25243549,25245301,PAS,True,134,161
ENSG00000117616.17,chr1,25247308,25247513,TSS,True,31,150
ENSG00000154305.16,chr1,222618033,222618243,TSS,True,59,142
ENSG00000154305.16,chr1,222665308,222668006,PAS,True,109,141
ENSG00000203965.12,chr1,63572441,63572693,PAS,False,23,128
ENSG00000117318.8,chr1,23558415,23558934,IR,True,108,129
ENSG00000117318.8,chr1,23559019,23559126,IR,True,109,126
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,21,129
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,18,129
ENSG00000143416.20,chr1,151369189,151369441,IR,False,139,202
ENSG00000143416.20,chr1,151369554,151369712,IR,False,177,198
ENSG00000135845.9,chr1,172441474,172442830,PAS,True,16,157
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,71,485
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,88,486
ENSG00000116560.10,chr1,35176377,35176471,PAS,True,100,115
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,93,115
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,103,115
ENSG00000116560.10,chr1,35190693,35193141,TSS,True,93,115
ENSG00000116560.10,chr1,35191340,35193144,TSS,True,86,115
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,25,133
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,22,131
ENSG00000117569.18,chr1,96804939,96806865,ES,False,40,293
ENSG00000117569.18,chr1,96813106,96813275,3AS,False,140,288
ENSG00000117569.18,chr1,96813275,96815040,PAS,True,168,311
ENSG00000117569.18,chr1,96813272,96815664,PAS,True,158,311
ENSG00000160062.14,chr1,32595223,32600267,3AS,False,25,102
ENSG00000160062.14,chr1,32600267,32601472,PAS,False,80,106
ENSG00000160062.14,chr1,32600086,32602328,PAS,True,27,106
ENSG00000066135.12,chr1,43650053,43650252,TSS,False,64,251
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,86,722
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,15,143
ENSG00000156171.14,chr1,111137586,111140037,ES,False,46,131
ENSG00000156171.14,chr1,111140037,111140451,TSS,False,17,148
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,16,138
ENSG00000143156.13,chr1,169132526,169132817,PAS,True,21,142
ENSG00000188529.14,chr1,23964789,23967723,PAS,True,89,115
ENSG00000188529.14,chr1,23966444,23971439,PAS,False,73,111
ENSG00000188529.14,chr1,23975601,23978273,PAS,True,71,103
ENSG00000188529.14,chr1,23980190,23980485,TSS,True,16,118
ENSG00000117448.13,chr1,45551155,45561788,ES,False,148,181
ENSG00000117448.13,chr1,45567020,45567981,IR,True,150,169
ENSG00000117448.13,chr1,45568177,45568926,ES,False,28,168
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,47,191
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,151,191
ENSG00000117448.13,chr1,45569890,45570051,PAS,True,30,191
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,420,495
ENSG00000117139.17,chr1,202727403,202730027,PAS,True,424,491
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,187,476
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,140,509
ENSG00000186141.8,chr1,145826492,145826605,IR,False,36,219
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,56,222
ENSG00000116213.15,chr1,3631117,3631465,IR,False,74,106
ENSG00000116213.15,chr1,3635074,3635943,ES,False,11,100
ENSG00000116213.15,chr1,3630767,3631117,PAS,False,33,107
ENSG00000116213.15,chr1,3630766,3631657,PAS,True,75,107
ENSG00000134744.13,chr1,52471034,52475535,PAS,True,83,118
ENSG00000134744.13,chr1,52477736,52477882,PAS,False,83,117
ENSG00000134744.13,chr1,52507828,52509712,PAS,True,87,114
ENSG00000134744.13,chr1,52552930,52553446,TSS,True,29,133
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,82,696
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,95,791
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,128,176
ENSG00000078369.17,chr1,1789052,1789188,TSS,True,154,176
ENSG00000078369.17,chr1,1790394,1790699,TSS,True,153,176
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,49,147
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,128,147
ENSG00000160710.16,chr1,154627854,154627976,TSS,True,64,118
ENSG00000143436.10,chr1,151760899,151762104,ES,False,13,116
ENSG00000143436.10,chr1,151762500,151762989,IR,True,113,127
ENSG00000134690.10,chr1,37692578,37692675,IR,False,36,121
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,88,124
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,39,124
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,265,409
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,268,392
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,336,392
ENSG00000132196.14,chr1,162796677,162797827,3AS,False,16,101
ENSG00000143457.10,chr1,150696991,150697189,TSS,True,14,115
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,31,103
ENSG00000133226.16,chr1,24672181,24673281,PAS,True,75,103
ENSG00000134709.10,chr1,59872794,59876376,PAS,True,83,143
ENSG00000134709.10,chr1,59848314,59848467,PAS,True,122,143
ENSG00000134709.10,chr1,59858427,59858453,PAS,True,125,143
ENSG00000134709.10,chr1,59865871,59865936,PAS,True,119,143
ENSG00000116455.13,chr1,111449054,111449292,TSS,False,57,469
ENSG00000136631.14,chr1,150076984,150077093,IR,True,163,182
ENSG00000136631.14,chr1,150067279,150067950,TSS,True,20,195
ENSG00000132780.16,chr1,45606591,45613168,ES,False,204,435
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,58,538
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,119,533
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,60,109
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,57,117
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,69,117
ENSG00000197622.12,chr1,151054321,151055015,IR,True,99,122
ENSG00000197622.12,chr1,151055126,151055676,IR,False,83,118
ENSG00000197622.12,chr1,151055993,151059478,ES,False,93,121
ENSG00000117360.12,chr1,150325881,150328319,ES,False,243,303
ENSG00000117360.12,chr1,150344547,150346407,ES,True,29,270
ENSG00000117360.12,chr1,150352832,150353232,PAS,False,37,316
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,34,151
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,41,156
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,122,156
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,42,338
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,58,308
ENSG00000135775.13,chr1,230642459,230642678,TSS,True,39,345
ENSG00000185420.18,chr1,246327199,246507319,TSS,True,16,128
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,27,126
ENSG00000197747.8,chr1,151982913,151983324,PAS,True,22,140
ENSG00000197747.8,chr1,151983494,151986251,PAS,True,117,135
ENSG00000097046.12,chr1,91500877,91501653,5AS,True,12,105
ENSG00000097046.12,chr1,91500807,91500948,TSS,False,31,128
ENSG00000097046.12,chr1,91500808,91500877,TSS,True,115,128
ENSG00000122482.20,chr1,90982370,91021989,ES,True,95,119
ENSG00000122482.20,chr1,90915293,90916990,PAS,True,132,162
ENSG00000122482.20,chr1,90937709,90938090,PAS,True,139,156
ENSG00000122482.20,chr1,90939167,90941309,PAS,False,35,144
ENSG00000122482.20,chr1,91021989,91022347,TSS,True,41,163
ENSG00000127125.8,chr1,42457073,42457246,IR,False,96,108
ENSG00000127125.8,chr1,42457350,42459602,5AS,True,101,113
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,20,116
ENSG00000169242.11,chr1,155131634,155133729,ES,False,19,104
ENSG00000117859.18,chr1,51652041,51714002,ES,False,50,259
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,121,495
ENSG00000117859.18,chr1,51750195,51760689,ES,False,374,728
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,541,803
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,422,798
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,676,798
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,84,375
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,298,375
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,24,121
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,24,119
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,28,146
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,43,127
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,96,127
ENSG00000127481.14,chr1,19074505,19074896,PAS,True,68,116
ENSG00000142945.12,chr1,44750564,44753732,ES,False,28,225
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,28,100
ENSG00000162496.8,chr1,12617153,12618252,TSS,False,19,166
ENSG00000134262.12,chr1,113904941,113905223,TSS,False,56,136
ENSG00000134262.12,chr1,113904604,113905201,TSS,True,90,136
ENSG00000117222.13,chr1,205088815,205094986,5AS,False,28,105
ENSG00000117222.13,chr1,205121854,205122020,TSS,True,14,116
ENSG00000162616.8,chr1,77979173,77979293,TSS,False,33,117
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,97,117
ENSG00000116791.13,chr1,74724834,74732955,ES,False,152,191
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,194,258
ENSG00000171824.13,chr1,11080549,11080763,IR,True,250,294
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,114,327
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,310,932
ENSG00000136628.17,chr1,220007203,220007338,PAS,True,811,926
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,47,234
ENSG00000169213.6,chr1,51990551,51990756,TSS,False,75,201
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,206,500
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,332,500
ENSG00000010803.16,chr1,41026793,41028319,PAS,True,14,104
ENSG00000010803.16,chr1,41242058,41242330,TSS,True,47,105
ENSG00000010803.16,chr1,41037361,41039535,TSS,False,72,100
ENSG00000088035.16,chr1,63367561,63367687,TSS,True,15,122
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,234,319
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,104,321
ENSG00000143702.15,chr1,243172846,243186258,ES,False,56,209
ENSG00000143702.15,chr1,243172846,243186258,5AS,False,56,107
ENSG00000143702.15,chr1,243186072,243186258,IR,False,168,227
ENSG00000143702.15,chr1,243225321,243255046,5AS,False,34,282
ENSG00000143702.15,chr1,243164296,243166116,PAS,True,76,295
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,60,309
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,275,309
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,359,493
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,54,512
ENSG00000010165.19,chr1,171781628,171782120,TSS,True,30,116
ENSG00000010165.19,chr1,171781658,171781795,TSS,True,100,116
ENSG00000010165.19,chr1,171796481,171797726,PAS,True,12,116
ENSG00000160058.18,chr1,32383997,32386778,3AS,False,173,200
ENSG00000160058.18,chr1,32365102,32366654,PAS,True,40,221
ENSG00000160058.18,chr1,32365111,32368550,PAS,True,186,220
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,41,227
ENSG00000162600.11,chr1,58479945,58481174,PAS,True,14,103
ENSG00000162600.11,chr1,58546689,58546780,TSS,True,82,104
ENSG00000162600.11,chr1,58546663,58546738,TSS,True,70,104
ENSG00000162600.11,chr1,58546702,58546812,TSS,False,62,104
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,146,867
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,725,833
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,226,867
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,696,865
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,507,577
ENSG00000125944.19,chr1,23338608,23344210,ES,False,319,581
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,133,263
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,155,608
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,490,606
ENSG00000137996.12,chr1,100266624,100268151,3AS,False,171,191
ENSG00000127603.25,chr1,39158848,39159020,TSS,True,85,106
ENSG00000127603.25,chr1,39485537,39487757,PAS,True,80,103
ENSG00000131236.16,chr1,40059458,40060069,3AS,False,17,133
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,61,148
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,109,148
ENSG00000198700.9,chr1,201829372,201847278,ES,False,225,255
ENSG00000198700.9,chr1,201829114,201829372,TSS,True,59,315
ENSG00000159023.21,chr1,29039426,29053106,3AS,False,30,145
ENSG00000159023.21,chr1,28887066,28887210,TSS,True,137,159
ENSG00000159023.21,chr1,28914331,28914768,TSS,True,29,159
ENSG00000159023.21,chr1,29053103,29054536,PAS,True,91,158
ENSG00000159023.21,chr1,29058588,29059610,PAS,True,131,158
ENSG00000159023.21,chr1,29053106,29053537,PAS,True,141,158
ENSG00000070785.16,chr1,44848291,44851003,PAS,True,27,100
ENSG00000070785.16,chr1,44873829,44874826,PAS,True,81,100
ENSG00000180198.16,chr1,28529939,28531802,ES,False,90,110
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,74,116
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,55,116
ENSG00000174827.13,chr1,145670848,145671489,PAS,True,32,271
ENSG00000132485.13,chr1,71065137,71066775,ES,False,77,123
ENSG00000132485.13,chr1,71065137,71066775,5AS,False,77,109
ENSG00000132485.13,chr1,71069362,71070826,IR,True,144,243
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,101,258
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,173,252
ENSG00000137944.17,chr1,88969467,88992584,ES,False,164,258
ENSG00000054118.14,chr1,36289059,36289332,PAS,True,35,342
ENSG00000155363.18,chr1,112674729,112674847,3AS,False,87,113
ENSG00000155363.18,chr1,112675049,112688934,ES,False,137,158
ENSG00000155363.18,chr1,112674421,112674729,TSS,True,71,187
ENSG00000155363.18,chr1,112674715,112675049,TSS,True,143,187
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,34,105
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,47,215
ENSG00000143740.14,chr1,227734200,227735499,TSS,True,58,158
ENSG00000143740.14,chr1,227747683,227748233,TSS,True,110,158
ENSG00000058673.16,chr1,203795775,203801574,5AS,True,18,165
ENSG00000058673.16,chr1,203795794,203801574,ES,False,119,147
ENSG00000058673.16,chr1,203801628,203802568,IR,True,33,133
ENSG00000058673.16,chr1,203801628,203802651,IR,False,18,120
ENSG00000058673.16,chr1,203801628,203802956,IR,False,35,137
ENSG00000058673.16,chr1,203795557,203795794,TSS,True,91,248
ENSG00000058673.16,chr1,203795541,203795775,TSS,True,200,248
ENSG00000058673.16,chr1,203852140,203855548,PAS,True,188,248
ENSG00000058673.16,chr1,203847183,203847688,PAS,False,129,228
ENSG00000058673.16,chr1,203830122,203830182,PAS,True,176,224
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,114,417
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,339,417
ENSG00000143748.17,chr1,224300663,224303722,ES,False,174,206
ENSG00000143748.17,chr1,224311857,224317693,ES,False,167,189
ENSG00000143748.17,chr1,224317930,224330070,ES,False,34,200
ENSG00000116747.12,chr1,193058629,193059776,TSS,True,63,415
ENSG00000143375.14,chr1,151511354,151511515,TSS,True,47,116
ENSG00000143375.14,chr1,151537204,151538698,PAS,True,47,115
ENSG00000143578.15,chr1,153968639,153968929,5AS,False,41,110
ENSG00000143578.15,chr1,153969176,153969333,IR,False,97,115
ENSG00000143578.15,chr1,153972836,153972971,IR,False,98,115
ENSG00000143578.15,chr1,153967487,153968164,TSS,True,58,120
ENSG00000143578.15,chr1,153967497,153968184,TSS,True,89,120
ENSG00000143578.15,chr1,153967901,153968310,TSS,False,106,120
ENSG00000162836.11,chr1,147647365,147647566,PAS,False,53,103
ENSG00000162836.11,chr1,147643813,147648411,PAS,True,66,103
ENSG00000162836.11,chr1,147669829,147670524,TSS,True,11,103
ENSG00000143374.16,chr1,150492489,150497529,ES,False,31,146
ENSG00000132849.20,chr1,61914586,61914664,PAS,True,400,672
ENSG00000132849.20,chr1,61927729,61928938,PAS,True,536,672
ENSG00000116679.15,chr1,185305643,185306484,IR,True,77,111
ENSG00000145555.14,chr5,16665299,16666793,PAS,True,20,116
ENSG00000155508.13,chr5,154858768,154863206,5AS,False,261,338
ENSG00000155508.13,chr5,154858202,154858525,TSS,False,307,381
ENSG00000155508.13,chr5,154858528,154858768,TSS,True,169,381
ENSG00000155508.13,chr5,154858597,154858816,TSS,True,340,381
ENSG00000145495.15,chr5,10353258,10353917,TSS,True,48,254
ENSG00000145495.15,chr5,10377795,10377894,TSS,True,224,253
ENSG00000164329.13,chr5,79612735,79613010,IR,False,20,132
ENSG00000164329.13,chr5,79612769,79613010,IR,False,21,133
ENSG00000164329.13,chr5,79641196,79642843,3AS,False,53,150
ENSG00000164329.13,chr5,79642910,79645122,5AS,True,135,152
ENSG00000164329.13,chr5,79612434,79612735,TSS,True,149,169
ENSG00000164329.13,chr5,79612416,79613075,TSS,True,59,169
ENSG00000164329.13,chr5,79612375,79612769,TSS,True,148,169
ENSG00000164329.13,chr5,79685198,79688244,PAS,True,17,168
ENSG00000087206.16,chr5,177006649,177006813,TSS,True,87,117
ENSG00000087206.16,chr5,177006538,177006811,TSS,True,46,117
ENSG00000113013.13,chr5,138553751,138556114,PAS,True,319,1891
ENSG00000164347.17,chr5,74721205,74721783,PAS,True,35,318
ENSG00000083312.17,chr5,72848498,72851243,3AS,False,837,938
ENSG00000083312.17,chr5,72816594,72816752,TSS,True,501,958
ENSG00000083312.17,chr5,72848097,72848251,TSS,True,531,957
ENSG00000081791.8,chr5,141923798,141923972,TSS,True,35,110
ENSG00000081791.8,chr5,141926735,141928298,TSS,True,97,110
ENSG00000081791.8,chr5,141934493,141935546,PAS,True,75,109
ENSG00000081791.8,chr5,141938520,141942045,PAS,True,83,110
ENSG00000081791.8,chr5,141939505,141941002,PAS,True,97,110
ENSG00000081791.8,chr5,141939553,141940154,PAS,False,88,110
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,26,110
ENSG00000113140.10,chr5,151671572,151671739,TSS,True,94,110
ENSG00000013561.17,chr5,141973742,141978302,ES,False,57,238
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,42,249
ENSG00000204967.10,chr5,140817230,140817592,PAS,True,101,157
ENSG00000113407.13,chr5,33467559,33469530,PAS,True,94,772
ENSG00000113407.13,chr5,33466870,33468086,PAS,False,694,772
ENSG00000112855.15,chr5,140695845,140696102,IR,False,302,350
ENSG00000112855.15,chr5,140695845,140696520,ES,False,46,351
ENSG00000152939.15,chr5,69420531,69432526,ES,False,14,112
ENSG00000152939.15,chr5,69415098,69415170,TSS,True,59,129
ENSG00000152939.15,chr5,69415165,69415724,TSS,False,95,129
ENSG00000152939.15,chr5,69441531,69444213,PAS,True,93,124
