gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_superior_ENCFF850YMO_in_cov,left_ventricle_myocardium_superior_ENCFF850YMO_total_cov
ENSG00000123836.14,chr1,207053231,207053366,TSS,True,93,144
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,71,126
ENSG00000157916.19,chr1,2391958,2395783,ES,False,103,123
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,103,133
ENSG00000157916.19,chr1,2391803,2392126,TSS,True,157,181
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,58,181
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,47,100
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,78,100
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,372,1249
ENSG00000117335.19,chr1,207767195,207770320,ES,False,141,169
ENSG00000117335.19,chr1,207785682,207793518,ES,False,125,177
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,30,259
ENSG00000009307.15,chr1,114736855,114737962,ES,False,785,878
ENSG00000009307.15,chr1,114739890,114749820,ES,False,104,820
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,257,963
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,813,963
ENSG00000121310.16,chr1,52896597,52899173,ES,False,19,135
ENSG00000121310.16,chr1,52904833,52907867,ES,False,17,120
ENSG00000121310.16,chr1,52911790,52921552,ES,False,97,108
ENSG00000121310.16,chr1,52911790,52921552,3AS,True,97,112
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,29,165
ENSG00000121310.16,chr1,52906782,52907954,PAS,True,130,145
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,38,165
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,89,595
ENSG00000118194.18,chr1,201368227,201373208,5AS,False,63,115
ENSG00000118194.18,chr1,201368227,201373209,5AS,True,15,130
ENSG00000118194.18,chr1,201359007,201359255,PAS,True,1224,5223
ENSG00000118194.18,chr1,201368161,201368227,PAS,True,3395,3880
ENSG00000118194.18,chr1,201364297,201364375,TSS,True,3975,4465
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,1967,5360
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,69,320
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,85,102
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,122,255
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,106,252
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,31,191
ENSG00000116688.16,chr1,11982114,11989164,ES,False,139,199
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,564,770
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,12,100
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,48,123
ENSG00000117411.16,chr1,43979178,43979616,TSS,True,100,123
ENSG00000116871.15,chr1,36173478,36176198,ES,False,34,117
ENSG00000116871.15,chr1,36176321,36176417,IR,False,52,119
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,18,139
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,157,230
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,193,392
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,242,435
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,236,435
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,14,138
ENSG00000142910.15,chr1,31576595,31579203,ES,False,40,300
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,145,452
ENSG00000018625.14,chr1,160115717,160115873,TSS,True,178,209
ENSG00000018625.14,chr1,160135836,160135993,TSS,True,139,207
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,54,165
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,112,126
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,33,145
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,130,145
ENSG00000090621.13,chr1,39560244,39561122,PAS,False,12,103
ENSG00000163346.16,chr1,154956068,154956418,TSS,True,31,109
ENSG00000163346.16,chr1,154945571,154946693,TSS,True,91,108
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,14,126
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,72,107
ENSG00000198952.8,chr1,156260450,156260627,TSS,True,85,102
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,91,248
ENSG00000143416.20,chr1,151369189,151369441,IR,False,129,155
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,26,178
ENSG00000122477.12,chr1,100178134,100178260,TSS,False,28,167
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,12,116
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,57,156
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,79,131
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,30,158
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,18,108
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,27,234
ENSG00000152061.23,chr1,174159252,174159657,TSS,True,22,123
ENSG00000152061.23,chr1,174637373,174990400,PAS,True,19,121
ENSG00000118729.11,chr1,115768307,115768887,TSS,False,100,524
ENSG00000203667.9,chr1,244835756,244842194,ES,False,108,217
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,41,118
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,50,136
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,57,175
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,52,340
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,118,458
ENSG00000142676.14,chr1,23692139,23693913,TSS,True,408,458
ENSG00000078369.17,chr1,1825499,1890819,ES,False,59,395
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,109,156
ENSG00000142661.18,chr1,24112030,24112217,TSS,False,451,518
ENSG00000154358.20,chr1,228371085,228373081,TSS,True,119,432
ENSG00000154358.20,chr1,228378617,228378882,PAS,True,180,611
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,51,168
ENSG00000162407.8,chr1,56524276,56524542,TSS,True,146,168
ENSG00000163382.11,chr1,156591746,156591986,TSS,True,18,163
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,167,285
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,144,311
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,193,311
ENSG00000159346.12,chr1,202951164,202958184,ES,False,194,228
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,26,255
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,61,591
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,28,112
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,25,125
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,143,446
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,359,446
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,60,400
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,345,398
ENSG00000215861.5,chr1,149187056,149188789,PAS,True,388,470
ENSG00000215861.5,chr1,149195877,149198171,PAS,False,143,469
ENSG00000215861.5,chr1,149285453,149285859,TSS,True,419,470
ENSG00000215861.5,chr1,149240376,149240861,TSS,True,66,470
ENSG00000077522.12,chr1,236686451,236686799,TSS,True,762,3415
ENSG00000162616.8,chr1,77979173,77979293,TSS,False,87,150
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,68,150
ENSG00000173641.17,chr1,16017764,16018046,TSS,True,1429,2181
ENSG00000116984.12,chr1,236795244,236795737,TSS,True,97,113
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,69,261
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,17,119
ENSG00000136628.17,chr1,220046342,220046692,TSS,True,16,125
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,40,326
ENSG00000116786.12,chr1,15684293,15684618,TSS,True,105,169
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,119,147
ENSG00000116786.12,chr1,15730100,15730722,TSS,True,127,147
ENSG00000116786.12,chr1,15733796,15734771,PAS,True,23,159
ENSG00000197530.12,chr1,1616082,1616507,5AS,True,40,235
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,205,318
ENSG00000197530.12,chr1,1625428,1626649,ES,False,38,364
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,354,549
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,447,546
ENSG00000125944.19,chr1,23338608,23344210,ES,False,75,118
ENSG00000143248.12,chr1,163202791,163203075,TSS,True,42,211
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,311,659
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,362,676
ENSG00000085998.13,chr1,46188675,46189357,PAS,True,27,109
ENSG00000085998.13,chr1,46188679,46188980,PAS,True,110,128
ENSG00000085998.13,chr1,46198335,46198499,TSS,False,37,128
ENSG00000162413.16,chr1,6601796,6602913,TSS,True,103,366
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,22,171
ENSG00000162461.7,chr1,15736863,15738092,ES,True,14,139
ENSG00000162461.7,chr1,15738245,15739223,ES,True,18,139
ENSG00000162461.7,chr1,15736256,15736863,TSS,False,32,186
ENSG00000143774.16,chr1,228140363,228145510,ES,False,231,436
ENSG00000143774.16,chr1,228141288,228145510,ES,False,172,203
ENSG00000162434.11,chr1,64833220,64834657,PAS,False,16,120
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,55,122
ENSG00000162434.11,chr1,64855508,64855697,TSS,True,90,107
ENSG00000168159.11,chr1,228487361,228487878,TSS,True,47,364
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,31,141
ENSG00000170989.9,chr1,101236898,101237099,TSS,True,34,136
ENSG00000116221.15,chr1,54200166,54200589,TSS,True,40,107
ENSG00000116221.15,chr1,54216182,54216344,TSS,True,79,107
ENSG00000224051.6,chr1,1325102,1327240,ES,False,48,173
ENSG00000224051.6,chr1,1324788,1325102,TSS,True,51,225
PB_novel_51308,chr11_KI270721v1_random,51699,52939,TSS,True,21,125
ENSG00000113396.12,chr5,128965692,128965873,IR,True,14,109
ENSG00000113396.12,chr5,128966618,128988599,ES,True,18,128
ENSG00000113396.12,chr5,128965184,128966618,TSS,True,39,133
ENSG00000113396.12,chr5,128965041,128965692,TSS,True,110,134
ENSG00000183072.9,chr5,173233209,173234749,3AS,False,402,634
ENSG00000183072.9,chr5,173232107,173233501,PAS,True,430,642
ENSG00000183072.9,chr5,173232109,173233209,PAS,False,238,642
ENSG00000183072.9,chr5,173234749,173235209,TSS,True,82,722
ENSG00000112936.18,chr5,40909273,40909616,TSS,False,66,308
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,68,264
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,43,113
ENSG00000013561.17,chr5,141969104,141969234,TSS,True,87,113
ENSG00000157510.13,chr5,149271613,149271984,TSS,True,27,182
ENSG00000112992.16,chr5,43602722,43603294,TSS,True,181,528
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,28,165
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,144,165
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,314,1235
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,157,1393
ENSG00000145675.14,chr5,68215718,68215949,TSS,False,78,130
ENSG00000145675.14,chr5,68226286,68227009,TSS,True,116,129
ENSG00000145675.14,chr5,68288398,68288751,TSS,True,100,127
ENSG00000145675.14,chr5,68297411,68301821,PAS,True,15,110
ENSG00000113580.14,chr5,143310213,143314001,5AS,False,105,118
ENSG00000113580.14,chr5,143277933,143282041,PAS,True,104,128
ENSG00000113580.14,chr5,143309090,143310213,PAS,True,35,128
ENSG00000113580.14,chr5,143403210,143403766,TSS,True,30,133
ENSG00000113580.14,chr5,143404375,143404543,TSS,False,118,133
ENSG00000153113.23,chr5,96722698,96726793,3AS,False,219,244
ENSG00000153113.23,chr5,96727530,96729611,ES,False,34,254
ENSG00000153113.23,chr5,96762372,96765223,3AS,False,61,224
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,235,301
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,129,300
ENSG00000153113.23,chr5,96772639,96774683,PAS,True,79,297
ENSG00000153113.23,chr5,96742654,96742757,PAS,True,249,289
ENSG00000164309.14,chr5,79689684,79690056,TSS,False,299,497
ENSG00000164309.14,chr5,79733625,79739403,TSS,False,165,269
ENSG00000164309.14,chr5,79799369,79800611,PAS,True,230,471
ENSG00000164309.14,chr5,79728914,79732784,PAS,True,93,198
ENSG00000145494.11,chr5,1801394,1801549,TSS,True,44,200
ENSG00000145494.11,chr5,1814425,1814461,TSS,True,175,199
ENSG00000131446.16,chr5,180810039,180810210,TSS,True,147,170
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,91,170
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,133,246
ENSG00000113648.16,chr5,135334374,135335141,PAS,True,31,251
ENSG00000113648.16,chr5,135359721,135359942,PAS,False,222,249
ENSG00000113328.18,chr5,163437664,163437764,IR,False,108,309
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,121,318
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,210,318
ENSG00000120725.12,chr5,139198268,139198416,TSS,True,13,126
ENSG00000145934.16,chr5,168247581,168248371,TSS,True,64,115
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,55,196
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,31,227
ENSG00000168724.16,chr5,34945803,34950169,ES,False,83,102
ENSG00000168724.16,chr5,34929536,34929916,TSS,True,16,143
ENSG00000168724.16,chr5,34954552,34958965,PAS,True,52,136
ENSG00000168724.16,chr5,34937325,34939131,PAS,True,119,134
ENSG00000168724.16,chr5,34944866,34946205,PAS,True,116,135
ENSG00000019582.14,chr5,150402625,150404679,ES,False,269,334
ENSG00000113430.9,chr5,1879832,1880724,ES,False,60,100
ENSG00000113430.9,chr5,1886861,1887008,TSS,True,101,158
ENSG00000113430.9,chr5,1887061,1887566,TSS,True,120,158
ENSG00000154153.13,chr5,16616651,16617194,TSS,True,122,231
ENSG00000154153.13,chr5,16508577,16508998,TSS,True,121,230
ENSG00000145916.18,chr5,178130515,178131054,TSS,True,53,129
ENSG00000145916.18,chr5,178130538,178131376,TSS,True,93,129
ENSG00000198624.12,chr5,151223922,151224138,TSS,True,88,293
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,75,231
ENSG00000113048.16,chr5,72320148,72320261,TSS,True,25,166
ENSG00000154122.13,chr5,14871351,14871903,TSS,True,69,181
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,107,192
ENSG00000113712.17,chr5,149513209,149520289,ES,False,165,196
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,494,1044
ENSG00000113141.17,chr5,140662301,140662481,PAS,False,32,111
ENSG00000113141.17,chr5,140658938,140659117,PAS,True,83,109
ENSG00000145730.20,chr5,103019843,103025133,3AS,False,140,1213
ENSG00000145730.20,chr5,103019843,103028181,ES,False,183,624
ENSG00000145730.20,chr5,103019843,103028184,ES,False,115,869
ENSG00000145730.20,chr5,103019843,103028184,3AS,False,115,739
ENSG00000145730.20,chr5,103025334,103028184,3AS,False,751,1192
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,1323,1548
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,349,1548
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,83,296
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,94,309
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,223,309
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,153,551
ENSG00000072682.18,chr5,132195480,132198878,ME,False,185,226
ENSG00000072682.18,chr5,132218644,132227789,ES,False,106,187
ENSG00000072682.18,chr5,132227789,132227891,TSS,False,48,235
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,406,481
ENSG00000152413.14,chr5,79373097,79376197,PAS,True,18,116
ENSG00000152413.14,chr5,79512769,79514600,TSS,True,17,120
ENSG00000131730.15,chr5,81233377,81251112,5AS,False,1840,2357
ENSG00000131730.15,chr5,81232638,81233377,TSS,True,1271,3135
ENSG00000131730.15,chr5,81232736,81233381,TSS,True,2618,3135
ENSG00000131730.15,chr5,81251106,81251284,TSS,True,2533,3135
ENSG00000155506.16,chr5,154755241,154756193,TSS,True,104,117
ENSG00000145741.15,chr5,73498558,73499133,5AS,False,254,303
ENSG00000145741.15,chr5,73498430,73498799,TSS,True,256,305
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,51,305
ENSG00000131503.20,chr5,140401801,140402273,TSS,True,12,109
ENSG00000131503.20,chr5,140524065,140524158,PAS,True,37,108
ENSG00000131503.20,chr5,140496519,140496854,PAS,False,95,106
ENSG00000131503.20,chr5,140472238,140472477,PAS,True,89,105
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,69,120
ENSG00000113312.10,chr5,160036463,160036803,TSS,True,70,116
ENSG00000131711.14,chr5,72107198,72107715,TSS,True,39,116
ENSG00000131711.14,chr5,72205083,72209568,PAS,False,97,110
ENSG00000161013.16,chr5,179806486,179807506,TSS,True,41,164
ENSG00000145901.15,chr5,151030673,151032286,3AS,False,26,161
ENSG00000145901.15,chr5,151032383,151033607,3AS,False,132,156
ENSG00000145901.15,chr5,151029942,151030673,PAS,True,142,168
ENSG00000145901.15,chr5,151029122,151030747,PAS,True,34,168
ENSG00000145901.15,chr5,151080879,151081396,TSS,True,26,173
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,219,524
ENSG00000073578.16,chr5,251423,254392,5AS,True,920,2616
ENSG00000164292.12,chr5,95730923,95731684,TSS,True,32,116
ENSG00000164292.12,chr5,95793058,95796367,PAS,True,60,110
ENSG00000067113.16,chr5,55468149,55534571,ME,False,96,201
ENSG00000134970.13,chr5,115625600,115626124,TSS,True,15,119
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,82,726
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,112,702
ENSG00000113504.20,chr5,1077832,1078470,TSS,True,227,254
ENSG00000146066.2,chr5,176388736,176388973,TSS,False,23,157
ENSG00000015479.18,chr5,139322967,139325439,3AS,False,401,483
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,61,502
ENSG00000049656.13,chr5,1339002,1341670,3AS,True,24,159
ENSG00000133706.17,chr5,146113017,146114311,PAS,True,23,126
ENSG00000133706.17,chr5,146168128,146168265,PAS,False,102,115
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,19,126
ENSG00000211445.11,chr5,151020538,151020741,TSS,True,101,762
ENSG00000171604.11,chr5,139648845,139680363,ES,False,292,331
ENSG00000171604.11,chr5,139647831,139648845,TSS,True,92,423
ENSG00000171604.11,chr5,139648925,139649009,TSS,True,356,423
ENSG00000204427.11,chr6,31703149,31703355,TSS,True,16,111
ENSG00000172348.14,chr6,46456751,46491975,TSS,True,475,543
ENSG00000172348.14,chr6,46248722,46248898,TSS,True,159,543
ENSG00000145990.10,chr6,13486637,13487619,TSS,True,22,187
ENSG00000112773.15,chr6,81750471,81751589,IR,True,123,148
ENSG00000112773.15,chr6,81752178,81752568,5AS,True,19,123
ENSG00000112773.15,chr6,81749617,81750471,PAS,True,29,152
ENSG00000112773.15,chr6,81752568,81752742,TSS,False,133,152
ENSG00000112773.15,chr6,81752430,81752737,TSS,True,58,152
ENSG00000124795.15,chr6,18224165,18225730,PAS,True,21,131
ENSG00000124795.15,chr6,18264384,18264571,TSS,True,21,139
ENSG00000112697.15,chr6,75284401,75284829,TSS,True,11,102
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,126,291
ENSG00000234745.10,chr6,31356687,31357179,TSS,True,252,291
ENSG00000137207.11,chr6,43516726,43516961,TSS,True,16,101
ENSG00000071242.11,chr6,166626920,166627281,TSS,False,86,126
ENSG00000112715.21,chr6,43778918,43781955,ES,False,201,390
ENSG00000112715.21,chr6,43780785,43781955,5AS,False,29,209
ENSG00000112715.21,chr6,43770202,43771312,TSS,True,90,492
ENSG00000111832.12,chr6,116588841,116588945,PAS,True,95,124
ENSG00000111832.12,chr6,116592979,116595761,PAS,True,45,124
ENSG00000111832.12,chr6,116590271,116590387,PAS,True,111,124
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,96,507
ENSG00000112679.14,chr6,291830,292560,TSS,True,23,100
ENSG00000112679.14,chr6,350821,351355,PAS,True,77,100
ENSG00000198663.16,chr6,36885818,36886028,TSS,True,40,115
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,92,105
ENSG00000112759.17,chr6,44230046,44230346,IR,False,313,352
ENSG00000112759.17,chr6,44219282,44219782,TSS,True,373,495
ENSG00000112759.17,chr6,44223542,44223641,TSS,True,382,495
ENSG00000112759.17,chr6,44223780,44227342,TSS,True,427,493
ENSG00000112531.16,chr6,163562069,163563443,3AS,False,249,285
ENSG00000112531.16,chr6,163563719,163566720,3AS,False,139,211
ENSG00000112531.16,chr6,163414377,163415335,TSS,True,47,327
ENSG00000112531.16,chr6,163570693,163573864,PAS,True,178,319
ENSG00000112531.16,chr6,163565945,163570145,PAS,True,229,301
ENSG00000112531.16,chr6,163564666,163567474,PAS,True,225,301
ENSG00000112419.14,chr6,143677817,143678209,TSS,True,37,108
ENSG00000112419.14,chr6,143761880,143765798,TSS,True,88,104
ENSG00000112419.14,chr6,143823673,143830829,PAS,True,33,105
ENSG00000112419.14,chr6,143777327,143777383,PAS,True,78,104
ENSG00000235535.7,chr6,123439777,123468815,ES,False,89,106
ENSG00000235535.7,chr6,123439777,123468815,3AS,False,89,127
ENSG00000235535.7,chr6,123469636,123471759,PAS,True,90,164
ENSG00000235535.7,chr6,123509445,123511509,PAS,True,130,165
ENSG00000235535.7,chr6,123489504,123491758,PAS,True,125,165
ENSG00000111897.6,chr6,122471698,122471853,TSS,False,38,219
ENSG00000111897.6,chr6,122447120,122447194,TSS,True,196,218
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,34,328
ENSG00000112096.17,chr6,159693144,159693337,TSS,True,226,1369
ENSG00000124570.19,chr6,2959342,2971116,ES,False,126,146
